,0,1,name
0,Price,507.2,ABBA
1,Mkt Cap,34099.0,ABBA
2,Vol,1.0,ABBA
3,P/E,35.1,ABBA
4,P/CF,31.9,ABBA
5,EPS (TTM),14.5,ABBA
6,% ch,0.1,ABBA
7,No. of shares,67.23,ABBA
8,% ch week,3.0,ABBA
9,% ch 1-mth,4.2,ABBA
10,% ch 12-mth,-36.1,ABBA
11,52 week H/L,850.0/363.0,ABBA
12,52weekHigh,850.0,ABBA
13,52weekLow,363.0,ABBA
14,Indian Promoters,0.0%,ABBA
15,Foreign collaborators,68.6%,ABBA
16,Indian inst/Mut Fund,14.8%,ABBA
17,FIIs,1.2%,ABBA
18,ADR/GDR,0.0%,ABBA
19,Free float,15.5%,ABBA
20,Shareholders,47548,ABBA
21,Pledged promoter(s) holding,0.0%,ABBA
22,REGD OFF,"5th Floor, 16, Marine Lines Cross Road No. 1, Churchgate, Mumbai - 400 020",ABBA
23,E-MAIL,pradeepta.puhanopower.alstom.com,ABBA
24,TELEPHONE,(022) 6639 9260,ABBA
25,SECTOR,CAPITAL GOODS,ABBA
26,TR AGENT,"Karvy Computershare, 7, Andheri Indl. Estate, Off Vera Desai Rd., Mumbai-53",ABBA
27,AUDITOR,S. N. Dhawan & Co.,ABBA
28,CHM, Rathindra Nath Basu,ABBA
29,COMP SEC, Pradeep Puhan,ABBA
30,YEAR OF INC, 1992,ABBA
31,BSE CODE, 532309,ABBA
32,FV (Rs), 10,ABBA
33,DIV YIELD (%), 1.2,ABBA
