,0,1,name
0,Price,354.2,APAR
1,Mkt Cap,13635.0,APAR
2,Vol,2.2,APAR
3,P/E,8.8,APAR
4,P/CF,6.7,APAR
5,EPS (TTM),40.4,APAR
6,% ch,1.7,APAR
7,No. of shares,38.50,APAR
8,% ch week,16.0,APAR
9,% ch 1-mth,14.7,APAR
10,% ch 12-mth,-33.5,APAR
11,52 week H/L,596.7/235.1,APAR
12,52weekHigh,596.7,APAR
13,52weekLow,235.1,APAR
14,Indian Promoters,62.5%,APAR
15,Foreign collaborators,0.0%,APAR
16,Indian inst/Mut Fund,5.8%,APAR
17,FIIs,5.2%,APAR
18,ADR/GDR,0.0%,APAR
19,Free float,26.5%,APAR
20,Shareholders,27145,APAR
21,Pledged promoter(s) holding,0.0%,APAR
22,REGD OFF,"301, Panorama Complex, R. C. Dutt Road, Vadodara-390 007",APAR
23,E-MAIL,com_sec@apar.com,APAR
24,TELEPHONE,(0265) 233 1935,APAR
25,SECTOR,CAPITAL GOODS,APAR
26,TR AGENT,"MCS Ltd., Neelam Apt., 88 Sampatrao Colony, B/H, Alkapuri, Vadodra-07",APAR
27,AUDITOR,Sharp & Tannan,APAR
28,CHM, N. D. Desai (MD),APAR
29,COMP SEC, Sanjaya Kunder,APAR
30,YEAR OF INC, 1989,APAR
31,BSE CODE, 532259,APAR
32,FV (Rs), 10,APAR
33,DIV YIELD (%), 2.7,APAR
