,0,1,name
0,Price,666.8,HDFN
1,Mkt Cap,13709.0,HDFN
2,Vol,0.0,HDFN
3,P/E,-14.6,HDFN
4,P/CF,-10.0,HDFN
5,EPS (TTM),-45.8,HDFN
6,% ch,1.6,HDFN
7,No. of shares,20.56,HDFN
8,% ch week,9.6,HDFN
9,% ch 1-mth,76.4,HDFN
10,% ch 12-mth,109.6,HDFN
11,52 week H/L,660.0/192.0,HDFN
12,52weekHigh,660.0,HDFN
13,52weekLow,192.0,HDFN
14,Indian Promoters,56.2%,HDFN
15,Foreign collaborators,13.4%,HDFN
16,Indian inst/Mut Fund,0.4%,HDFN
17,FIIs,6.4%,HDFN
18,ADR/GDR,0.0%,HDFN
19,Free float,23.6%,HDFN
20,Shareholders,11998,HDFN
21,Pledged promoter(s) holding,0.0%,HDFN
22,REGD OFF,"In Centre, 49/50, MIDC, 12th Road, Andheri (East), Mumbai - 400 093",HDFN
23,E-MAIL,investorgrievances@hindujaventures.com,HDFN
24,TELEPHONE,(022) 6691 0945,HDFN
25,SECTOR,MEDIA,HDFN
26,TR AGENT,"Sharepro Serv., 13 AB, Samhita Warehousing, 2nd Flr, Andheri (E), Mumbai-72",HDFN
27,AUDITOR,Deloitte Haskins & Sells,HDFN
28,CHM, A. P. Hinduja,HDFN
29,COMP SEC, Amit Vyas,HDFN
30,YEAR OF INC, 1983,HDFN
31,BSE CODE, 500189,HDFN
32,FV (Rs), 10,HDFN
33,DIV YIELD (%), 2.6,HDFN
