,0,1,name
0,Price,601.5,KSCL
1,Mkt Cap,41443.0,KSCL
2,Vol,49.4,KSCL
3,P/E,15.9,KSCL
4,P/CF,17.5,KSCL
5,EPS (TTM),37.7,KSCL
6,% ch,-0.6,KSCL
7,No. of shares,68.90,KSCL
8,% ch week,-0.4,KSCL
9,% ch 1-mth,3.1,KSCL
10,% ch 12-mth,29.5,KSCL
11,52 week H/L,682.0/274.2,KSCL
12,52weekHigh,682.0,KSCL
13,52weekLow,274.2,KSCL
14,Indian Promoters,57.6%,KSCL
15,Foreign collaborators,0.0%,KSCL
16,Indian inst/Mut Fund,9.3%,KSCL
17,FIIs,18.9%,KSCL
18,ADR/GDR,0.0%,KSCL
19,Free float,14.1%,KSCL
20,Shareholders,12876,KSCL
21,Pledged promoter(s) holding,0.0%,KSCL
22,REGD OFF,"513-B, Floor 5, Minerva Complex, SD Road, Secunderabad - 500 003",KSCL
23,E-MAIL,cs.kaveri@gmail.com,KSCL
24,TELEPHONE,(040) 2772 1457,KSCL
25,SECTOR,"BEVERAGES, FOOD & TOBACCO",KSCL
26,TR AGENT,"Bigshare Serv., Amrutha Ville, Somajiguda, Rajbhavan Rd, Hyderabad-82",KSCL
27,AUDITOR,PR Reddy & Co.,KSCL
28,CHM, GV Bhaskar Rao (MD),KSCL
29,COMP SEC, V. R. S Murti,KSCL
30,YEAR OF INC, 1986,KSCL
31,BSE CODE, 532899,KSCL
32,FV (Rs), 2,KSCL
33,DIV YIELD (%), 0.5,KSCL
