,0,1,name
0,Price,453.4,TVS
1,Mkt Cap,215382.0,TVS
2,Vol,0.5,TVS
3,P/E,36.4,TVS
4,P/CF,18.5,TVS
5,EPS (TTM),12.5,TVS
6,% ch,1.1,TVS
7,No. of shares,475.09,TVS
8,% ch week,6.2,TVS
9,% ch 1-mth,14.1,TVS
10,% ch 12-mth,23.7,TVS
11,52 week H/L,503.0/240.1,TVS
12,52weekHigh,503.0,TVS
13,52weekLow,240.1,TVS
14,Indian Promoters,57.4%,TVS
15,Foreign collaborators,0.0%,TVS
16,Indian inst/Mut Fund,16.9%,TVS
17,FIIs,5.3%,TVS
18,ADR/GDR,0.0%,TVS
19,Free float,20.4%,TVS
20,Shareholders,105155,TVS
21,Pledged promoter(s) holding,0.0%,TVS
22,REGD OFF,"Jayalakshmi Estates, 29, Haddows Road, Chennai - 600 006",TVS
23,E-MAIL,ks.srinivasan@scl.co.in,TVS
24,TELEPHONE,(044) 2827 2233,TVS
25,SECTOR,AUTOMOBILES/VEHICLES,TVS
26,TR AGENT,"Sundaram Clayton, Railway Colony, 3rd Street, Mehta Nagar, Chennai-29",TVS
27,AUDITOR,V. Sankar Aiyar & Co.,TVS
28,CHM, Venu Srinivasan (MD),TVS
29,COMP SEC, K. S. Srinivasan,TVS
30,YEAR OF INC, 1982,TVS
31,BSE CODE, 532343,TVS
32,FV (Rs), 1,TVS
33,DIV YIELD (%), 0.8,TVS
