,0,1,name
0,Price,16.1,APMI
1,Mkt Cap,347.0,APMI
2,Vol,8.0,APMI
3,P/E,3.9,APMI
4,P/CF,2.0,APMI
5,EPS (TTM),4.2,APMI
6,% ch,-1.4,APMI
7,No. of shares,21.60,APMI
8,% ch week,17.6,APMI
9,% ch 1-mth,12.4,APMI
10,% ch 12-mth,-19.4,APMI
11,52 week H/L,23.8/10.7,APMI
12,52weekHigh,23.8,APMI
13,52weekLow,10.7,APMI
14,Indian Promoters,61.6%,APMI
15,Foreign collaborators,0.0%,APMI
16,Indian inst/Mut Fund,0.0%,APMI
17,FIIs,0.0%,APMI
18,ADR/GDR,0.0%,APMI
19,Free float,38.4%,APMI
20,Shareholders,10745,APMI
21,Pledged promoter(s) holding,5.1%,APMI
22,REGD OFF,"SP-147, RIICO Industrial Area, Bhiwadi,Alwar, Rajasthan - 301 001",APMI
23,E-MAIL,os.bhiwadi@orientsyntex.com,APMI
24,TELEPHONE,(01493) 220 433,APMI
25,SECTOR,TEXTILES,APMI
26,TR AGENT,"Skyline Financial Serv., D-153/A, Okhla Indl. Area Phase -1 New Delhi-20",APMI
27,AUDITOR,Chaturvedi & Co.,APMI
28,CHM, R. K. Rajgarhia (MD),APMI
29,COMP SEC, F. C. Goel,APMI
30,YEAR OF INC, 1973,APMI
31,BSE CODE, 523537,APMI
32,FV (Rs), 2,APMI
33,DIV YIELD (%), 6.2,APMI
