,0,1,name
0,Price,44.3,ATCY
1,Mkt Cap,288.0,ATCY
2,Vol,2.6,ATCY
3,P/E,-1.5,ATCY
4,P/CF,10.8,ATCY
5,EPS (TTM),-28.6,ATCY
6,% ch,-1.3,ATCY
7,No. of shares,6.50,ATCY
8,% ch week,1.6,ATCY
9,% ch 1-mth,-7.7,ATCY
10,% ch 12-mth,22.6,ATCY
11,52 week H/L,90.1/27.8,ATCY
12,52weekHigh,90.1,ATCY
13,52weekLow,27.8,ATCY
14,Indian Promoters,44.7%,ATCY
15,Foreign collaborators,0.0%,ATCY
16,Indian inst/Mut Fund,0.3%,ATCY
17,FIIs,0.3%,ATCY
18,ADR/GDR,0.0%,ATCY
19,Free float,54.7%,ATCY
20,Shareholders,9939,ATCY
21,Pledged promoter(s) holding,0.0%,ATCY
22,REGD OFF,"Atlas Road, Industrial Area, Sonepat - 131 001",ATCY
23,E-MAIL,companylaw@atlascyclesonepat.com,ATCY
24,TELEPHONE,(0130) 2200 001,ATCY
25,SECTOR,AUTOMOBILES/VEHICLES,ATCY
26,TR AGENT,"MAS Services, T-34, 2nd Floor, Okhla Industrial Area, Phase-II, New Delhi-20",ATCY
27,AUDITOR,Mehra Khanna & Co.,ATCY
28,CHM, C. M. Dhall (CEO),ATCY
29,COMP SEC, Gagan Singhal,ATCY
30,YEAR OF INC, 1951,ATCY
31,BSE CODE, 505029,ATCY
32,FV (Rs), 10,ATCY
33,DIV YIELD (%), -,ATCY
