,0,1,name
0,Price,131.2,CTUN
1,Mkt Cap,78240.0,CTUN
2,Vol,6.5,CTUN
3,P/E,16.4,CTUN
4,P/CF,5.0,CTUN
5,EPS (TTM),8.0,CTUN
6,% ch,0.9,CTUN
7,No. of shares,596.57,CTUN
8,% ch week,5.9,CTUN
9,% ch 1-mth,4.0,CTUN
10,% ch 12-mth,-31.0,CTUN
11,52 week H/L,249.0/110.1,CTUN
12,52weekHigh,249.0,CTUN
13,52weekLow,110.1,CTUN
14,Indian Promoters,0.0%,CTUN
15,Foreign collaborators,0.0%,CTUN
16,Indian inst/Mut Fund,10.2%,CTUN
17,FIIs,33.4%,CTUN
18,ADR/GDR,0.0%,CTUN
19,Free float,56.0%,CTUN
20,Shareholders,82699,CTUN
21,Pledged promoter(s) holding,0.0%,CTUN
22,REGD OFF,"149, T. S. R. Big Street, Kumbakonam - 612 001",CTUN
23,E-MAIL,investorsgrievances@cityunionbank.in,CTUN
24,TELEPHONE,(0435) 240 2322,CTUN
25,SECTOR,BANKING,CTUN
26,TR AGENT,"Karvy Computershare, 17-24, Vithalrao Nagar, Madhapur, Hyderabad-81",CTUN
27,AUDITOR,P. Chandrasekar,CTUN
28,CHM, S . Balasubramanian,CTUN
29,COMP SEC, V. Ramesh,CTUN
30,YEAR OF INC, 1904,CTUN
31,BSE CODE, 532210,CTUN
32,FV (Rs), 1,CTUN
33,DIV YIELD (%), 0.5,CTUN
