,0,1,name
0,Price,1.5,CAKIL
1,Mkt Cap,251.0,CAKIL
2,Vol,366.6,CAKIL
3,P/E,0.0,CAKIL
4,P/CF,0.1,CAKIL
5,EPS (TTM),101.0,CAKIL
6,% ch,-1.3,CAKIL
7,No. of shares,169.31,CAKIL
8,% ch week,1.4,CAKIL
9,% ch 1-mth,-8.1,CAKIL
10,% ch 12-mth,-71.2,CAKIL
11,52 week H/L,5.1/0.5,CAKIL
12,52weekHigh,5.1,CAKIL
13,52weekLow,0.5,CAKIL
14,Indian Promoters,32.0%,CAKIL
15,Foreign collaborators,16.0%,CAKIL
16,Indian inst/Mut Fund,5.4%,CAKIL
17,FIIs,33.9%,CAKIL
18,ADR/GDR,0.2%,CAKIL
19,Free float,12.5%,CAKIL
20,Shareholders,28340,CAKIL
21,Pledged promoter(s) holding,43.9%,CAKIL
22,REGD OFF,"Turner Morrison Building, 1st Flr, Bank Street, 16, Fort, Mumbai - 400 001",CAKIL
23,E-MAIL,investors@coxandkings.com,CAKIL
24,TELEPHONE,(022) 2270 9100,CAKIL
25,SECTOR,MISCELLANEOUS,CAKIL
26,TR AGENT,"Karvy Computershare, 17-24, Vithalrao Nagar, Madhapur, Hyderabad-81",CAKIL
27,AUDITOR,Chaturvedi & Shah,CAKIL
28,CHM, A. B. M. Good,CAKIL
29,COMP SEC, Rashmi Jain,CAKIL
30,YEAR OF INC, 1939,CAKIL
31,BSE CODE, 533144,CAKIL
32,FV (Rs), 5,CAKIL
33,DIV YIELD (%), 70.5,CAKIL
