,0,1,name
0,Price,28.8,ABAN
1,Mkt Cap,1635.0,ABAN
2,Vol,22.8,ABAN
3,P/E,-0.0,ABAN
4,P/CF,-0.1,ABAN
5,EPS (TTM),-1577.9,ABAN
6,% ch,-1.2,ABAN
7,No. of shares,56.86,ABAN
8,% ch week,2.7,ABAN
9,% ch 1-mth,14.8,ABAN
10,% ch 12-mth,28.1,ABAN
11,52 week H/L,37.4/12.6,ABAN
12,52weekHigh,37.4,ABAN
13,52weekLow,12.6,ABAN
14,Indian Promoters,35.0%,ABAN
15,Foreign collaborators,19.1%,ABAN
16,Indian inst/Mut Fund,3.7%,ABAN
17,FIIs,8.5%,ABAN
18,ADR/GDR,0.0%,ABAN
19,Free float,33.7%,ABAN
20,Shareholders,171095,ABAN
21,Pledged promoter(s) holding,14.4%,ABAN
22,REGD OFF,"Janpriya Crest, 113, Pantheon Road, Egmore, Chennai - 600 008",ABAN
23,E-MAIL,ir@aban.com,ABAN
24,TELEPHONE,(044) 2819 5555,ABAN
25,SECTOR,SHIPPING,ABAN
26,TR AGENT,"Cameo Corp. Sevices, Subramaniam Bldg., 1 Club Hse Rd., Chennai - 2",ABAN
27,AUDITOR,"Ford, Rhodes, Parks & Co.",ABAN
28,CHM, P. Murari,ABAN
29,COMP SEC, C. P. Gopalkrishan,ABAN
30,YEAR OF INC, 1970,ABAN
31,BSE CODE, 523204,ABAN
32,FV (Rs), 2,ABAN
33,DIV YIELD (%), -,ABAN
