,0,1,name
0,Price,292.0,INOL
1,Mkt Cap,28166.0,INOL
2,Vol,18.0,INOL
3,P/E,-32.9,INOL
4,P/CF,12.3,INOL
5,EPS (TTM),-8.9,INOL
6,% ch,-2.7,INOL
7,No. of shares,96.46,INOL
8,% ch week,13.4,INOL
9,% ch 1-mth,21.5,INOL
10,% ch 12-mth,12.0,INOL
11,52 week H/L,510.8/158.2,INOL
12,52weekHigh,510.8,INOL
13,52weekLow,158.2,INOL
14,Indian Promoters,48.7%,INOL
15,Foreign collaborators,0.0%,INOL
16,Indian inst/Mut Fund,3.4%,INOL
17,FIIs,1.3%,INOL
18,ADR/GDR,0.0%,INOL
19,Free float,46.6%,INOL
20,Shareholders,33608,INOL
21,Pledged promoter(s) holding,0.0%,INOL
22,REGD OFF,"ABS Towers, Old Padra Road, Vadodara - 390 007",INOL
23,E-MAIL,investors@inoxmovies.com,INOL
24,TELEPHONE,(022) 4062 6900,INOL
25,SECTOR,MEDIA,INOL
26,TR AGENT,"Karvy Computershare, 17-24, Vithalrao Nagar, Madhapur, Hyderabad-81",INOL
27,AUDITOR,Patankar & Assoc.,INOL
28,CHM, Pavan Jain,INOL
29,COMP SEC, Miket Shashikant Bahuva,INOL
30,YEAR OF INC, 1999,INOL
31,BSE CODE, 532706,INOL
32,FV (Rs), 10,INOL
33,DIV YIELD (%), -,INOL
