,0,1,name
0,Price,259.2,SOBHA
1,Mkt Cap,25417.0,SOBHA
2,Vol,0.9,SOBHA
3,P/E,12.9,SOBHA
4,P/CF,7.1,SOBHA
5,EPS (TTM),20.1,SOBHA
6,% ch,0.7,SOBHA
7,No. of shares,98.06,SOBHA
8,% ch week,13.5,SOBHA
9,% ch 1-mth,13.3,SOBHA
10,% ch 12-mth,-47.9,SOBHA
11,52 week H/L,550.0/117.9,SOBHA
12,52weekHigh,550.0,SOBHA
13,52weekLow,117.9,SOBHA
14,Indian Promoters,0.1%,SOBHA
15,Foreign collaborators,60.6%,SOBHA
16,Indian inst/Mut Fund,14.0%,SOBHA
17,FIIs,21.8%,SOBHA
18,ADR/GDR,0.0%,SOBHA
19,Free float,3.6%,SOBHA
20,Shareholders,53348,SOBHA
21,Pledged promoter(s) holding,18.0%,SOBHA
22,REGD OFF,"Sarjapur - Marathahalli Outer Ring Road, Bellandur Post, Bangalore - 560 103",SOBHA
23,E-MAIL,kishore.kayarat@sobha.com,SOBHA
24,TELEPHONE,(080) 4205 2798,SOBHA
25,SECTOR,CONSTRUCTION,SOBHA
26,TR AGENT,"Link Intime India, C13, Pannalal Silk Mills Compd., LBS Marg, Mumbai-78",SOBHA
27,AUDITOR,S. R. Batliboi & Assoc.,SOBHA
28,CHM, R V S Rao,SOBHA
29,COMP SEC, Kishore Kayarat (Compliance Officer),SOBHA
30,YEAR OF INC, 1995,SOBHA
31,BSE CODE, 532784,SOBHA
32,FV (Rs), 10,SOBHA
33,DIV YIELD (%), 2.6,SOBHA
