,0,1,name
0,Price,55.0,MZTN
1,Mkt Cap,5957.0,MZTN
2,Vol,17.1,MZTN
3,P/E,12.5,MZTN
4,P/CF,5.4,MZTN
5,EPS (TTM),4.4,MZTN
6,% ch,-1.5,MZTN
7,No. of shares,108.31,MZTN
8,% ch week,11.0,MZTN
9,% ch 1-mth,8.5,MZTN
10,% ch 12-mth,0.7,MZTN
11,52 week H/L,71.8/27.4,MZTN
12,52weekHigh,71.8,MZTN
13,52weekLow,27.4,MZTN
14,Indian Promoters,64.9%,MZTN
15,Foreign collaborators,1.1%,MZTN
16,Indian inst/Mut Fund,0.1%,MZTN
17,FIIs,0.0%,MZTN
18,ADR/GDR,0.0%,MZTN
19,Free float,33.9%,MZTN
20,Shareholders,24086,MZTN
21,Pledged promoter(s) holding,0.0%,MZTN
22,REGD OFF,"14/6, Civil Lines, Kanpur - 208 001",MZTN
23,E-MAIL,dcpandey@redtapeindia.com,MZTN
24,TELEPHONE,(0512) 253 0775,MZTN
25,SECTOR,RETAIL,MZTN
26,TR AGENT,"Karvy Computershare, 46, Avenue 4, St. No.1, Banjara Hills, Hyderabad-34",MZTN
27,AUDITOR,Khamesra Bhatia & Mehrotra,MZTN
28,CHM, Irshad Mirza,MZTN
29,COMP SEC, D.C. Pandey,MZTN
30,YEAR OF INC, 1979,MZTN
31,BSE CODE, 526642,MZTN
32,FV (Rs), 2,MZTN
33,DIV YIELD (%), 1.6,MZTN
