,0,1,name
0,Price,830.8,TINV
1,Mkt Cap,45774.0,TINV
2,Vol,5.7,TINV
3,P/E,31.6,TINV
4,P/CF,19.3,TINV
5,EPS (TTM),26.2,TINV
6,% ch,0.7,TINV
7,No. of shares,55.10,TINV
8,% ch week,3.7,TINV
9,% ch 1-mth,13.1,TINV
10,% ch 12-mth,7.5,TINV
11,52 week H/L,"1,025.0/592.2",TINV
12,52weekHigh,"1,025.0",TINV
13,52weekLow,592.2,TINV
14,Indian Promoters,73.0%,TINV
15,Foreign collaborators,0.0%,TINV
16,Indian inst/Mut Fund,4.5%,TINV
17,FIIs,1.5%,TINV
18,ADR/GDR,0.0%,TINV
19,Free float,21.0%,TINV
20,Shareholders,25758,TINV
21,Pledged promoter(s) holding,0.0%,TINV
22,REGD OFF,"Elphinstone Building, 10, Veer Nariman Road, Mumbai - 400 001",TINV
23,E-MAIL,ticl@tata.com,TINV
24,TELEPHONE,(022) 6665 8282,TINV
25,SECTOR,MISCELLANEOUS,TINV
26,TR AGENT,"TSR Darashaw, H. Moosa Patrawala Ind. Est., E.Moses Rd., Mumbai-11",TINV
27,AUDITOR,Deloitte Haskins & Sells,TINV
28,CHM, Noel N. Tata,TINV
29,COMP SEC, Manoj Kumar C. V,TINV
30,YEAR OF INC,,TINV
31,BSE CODE, 501301,TINV
32,FV (Rs), 10,TINV
33,DIV YIELD (%), 2.4,TINV
