,0,1,name
0,Price,733.2,AUAX
1,Mkt Cap,10997.0,AUAX
2,Vol,0.1,AUAX
3,P/E,26.7,AUAX
4,P/CF,6.6,AUAX
5,EPS (TTM),27.4,AUAX
6,% ch,1.3,AUAX
7,No. of shares,15.00,AUAX
8,% ch week,16.5,AUAX
9,% ch 1-mth,40.6,AUAX
10,% ch 12-mth,-8.8,AUAX
11,52 week H/L,"1,018.5/335.7",AUAX
12,52weekHigh,"1,018.5",AUAX
13,52weekLow,335.7,AUAX
14,Indian Promoters,35.5%,AUAX
15,Foreign collaborators,35.5%,AUAX
16,Indian inst/Mut Fund,12.5%,AUAX
17,FIIs,0.1%,AUAX
18,ADR/GDR,0.0%,AUAX
19,Free float,16.4%,AUAX
20,Shareholders,8280,AUAX
21,Pledged promoter(s) holding,0.0%,AUAX
22,REGD OFF,"Hootagalli Industrial Area, Off Hunsur Road, Mysore - 570 018",AUAX
23,E-MAIL,sec@autoaxle.com,AUAX
24,TELEPHONE,(0821) 719 7500,AUAX
25,SECTOR,"AUTO ANCILLARIES,FORGINGS",AUAX
26,TR AGENT,"Integrated Enterp., Ramana Residency, 4th Cross, Malleswaram, Bangalore-03",AUAX
27,AUDITOR,Deloitte Haskins & Sells,AUAX
28,CHM, B. N. Kalyani,AUAX
29,COMP SEC, S. Ramkumar (CFO),AUAX
30,YEAR OF INC, 1981,AUAX
31,BSE CODE, 505010,AUAX
32,FV (Rs), 10,AUAX
33,DIV YIELD (%), 2.7,AUAX
