,0,1,name
0,Price,545.7,TTEA
1,Mkt Cap,337430.0,TTEA
2,Vol,56.2,TTEA
3,P/E,54.2,TTEA
4,P/CF,56.6,TTEA
5,EPS (TTM),10.1,TTEA
6,% ch,0.1,TTEA
7,No. of shares,618.40,TTEA
8,% ch week,0.4,TTEA
9,% ch 1-mth,33.5,TTEA
10,% ch 12-mth,102.7,TTEA
11,52 week H/L,554.9/214.0,TTEA
12,52weekHigh,554.9,TTEA
13,52weekLow,214.0,TTEA
14,Indian Promoters,35.1%,TTEA
15,Foreign collaborators,0.0%,TTEA
16,Indian inst/Mut Fund,11.3%,TTEA
17,FIIs,24.0%,TTEA
18,ADR/GDR,1.7%,TTEA
19,Free float,28.0%,TTEA
20,Shareholders,179798,TTEA
21,Pledged promoter(s) holding,5.3%,TTEA
22,REGD OFF,"1, Bishop Lefroy Road, Kolkata - 700 020",TTEA
23,E-MAIL,v.madan@tataglobalbeverages.com,TTEA
24,TELEPHONE,(033) 2283 6917,TTEA
25,SECTOR,"BEVERAGES, FOOD & TOBACCO",TTEA
26,TR AGENT,"TSR Darashaw, H. Moosa Patrawala Indl. Est., E.Moses Rd., Mumbai-11",TTEA
27,AUDITOR,Lovelock & Lewes,TTEA
28,CHM, Cyrus P. Mistry,TTEA
29,COMP SEC, V. Madan (VP),TTEA
30,YEAR OF INC, 1962,TTEA
31,BSE CODE, 500800,TTEA
32,FV (Rs), 1,TTEA
33,DIV YIELD (%), 0.5,TTEA
