,0,1,name
0,Price,191.4,WSCS
1,Mkt Cap,12642.0,WSCS
2,Vol,0.1,WSCS
3,P/E,4.6,WSCS
4,P/CF,2.7,WSCS
5,EPS (TTM),41.8,WSCS
6,% ch,-0.1,WSCS
7,No. of shares,66.05,WSCS
8,% ch week,2.7,WSCS
9,% ch 1-mth,7.9,WSCS
10,% ch 12-mth,-16.9,WSCS
11,52 week H/L,286.0/99.9,WSCS
12,52weekHigh,286.0,WSCS
13,52weekLow,99.9,WSCS
14,Indian Promoters,54.8%,WSCS
15,Foreign collaborators,0.0%,WSCS
16,Indian inst/Mut Fund,7.3%,WSCS
17,FIIs,0.0%,WSCS
18,ADR/GDR,0.0%,WSCS
19,Free float,38.0%,WSCS
20,Shareholders,16718,WSCS
21,Pledged promoter(s) holding,0.5%,WSCS
22,REGD OFF,"Bangur Nagar, Uttara Kannada Dist., Karnataka, Dandeli - 581 325",WSCS
23,E-MAIL,co.sec@westcoastpaper.com,WSCS
24,TELEPHONE,(08284) 231 391/95,WSCS
25,SECTOR,PAPER,WSCS
26,TR AGENT,"Link Intime India, C-13, Pannalal Silk Mills Cmpound, LBS Marg, Mumbai-78",WSCS
27,AUDITOR,Batliboi & Purohit,WSCS
28,CHM, S. K. Bangur (MD),WSCS
29,COMP SEC, P. K. Mundra (AVP Finance),WSCS
30,YEAR OF INC, 1955,WSCS
31,BSE CODE, 500444,WSCS
32,FV (Rs), 2,WSCS
33,DIV YIELD (%), 2.6,WSCS
