,0,1,name
0,Price,712.3,MAST
1,Mkt Cap,19253.0,MAST
2,Vol,20.8,MAST
3,P/E,14.1,MAST
4,P/CF,21.7,MAST
5,EPS (TTM),50.4,MAST
6,% ch,-2.2,MAST
7,No. of shares,27.03,MAST
8,% ch week,3.2,MAST
9,% ch 1-mth,50.7,MAST
10,% ch 12-mth,121.2,MAST
11,52 week H/L,757.5/170.1,MAST
12,52weekHigh,757.5,MAST
13,52weekLow,170.1,MAST
14,Indian Promoters,51.9%,MAST
15,Foreign collaborators,0.0%,MAST
16,Indian inst/Mut Fund,7.3%,MAST
17,FIIs,14.9%,MAST
18,ADR/GDR,0.0%,MAST
19,Free float,25.9%,MAST
20,Shareholders,16317,MAST
21,Pledged promoter(s) holding,0.0%,MAST
22,REGD OFF,"804/805, President House, Near Ambawadi Circle, Ahmedabad - 380 006",MAST
23,E-MAIL,bhagwant.bhargawe@mastek.com,MAST
24,TELEPHONE,(022) 6695 2222,MAST
25,SECTOR,SOFTWARE,MAST
26,TR AGENT,"Sharepro Serv., 13 AB, Samhita Warehousing, 2nd Flr, Andheri (E), Mumbai-72",MAST
27,AUDITOR,Price Waterhouse,MAST
28,CHM, Sudhakar Ram (MD),MAST
29,COMP SEC, Bhagwant Bhargawe,MAST
30,YEAR OF INC, 1982,MAST
31,BSE CODE, 523704,MAST
32,FV (Rs), 5,MAST
33,DIV YIELD (%), 0.7,MAST
