,0,1,name
0,Price,117.5,CCOFF
1,Mkt Cap,21949.0,CCOFF
2,Vol,1.6,CCOFF
3,P/E,15.6,CCOFF
4,P/CF,13.4,CCOFF
5,EPS (TTM),7.5,CCOFF
6,% ch,0.6,CCOFF
7,No. of shares,186.80,CCOFF
8,% ch week,12.1,CCOFF
9,% ch 1-mth,41.4,CCOFF
10,% ch 12-mth,66.9,CCOFF
11,52 week H/L,119.8/47.1,CCOFF
12,52weekHigh,119.8,CCOFF
13,52weekLow,47.1,CCOFF
14,Indian Promoters,57.5%,CCOFF
15,Foreign collaborators,0.0%,CCOFF
16,Indian inst/Mut Fund,5.0%,CCOFF
17,FIIs,0.0%,CCOFF
18,ADR/GDR,0.0%,CCOFF
19,Free float,37.6%,CCOFF
20,Shareholders,46572,CCOFF
21,Pledged promoter(s) holding,28.9%,CCOFF
22,REGD OFF,"Pollibetta, Kodagu - 571 215",CCOFF
23,E-MAIL,investors@tatacoffee.com,CCOFF
24,TELEPHONE,(080) 2356 0695,CCOFF
25,SECTOR,"BEVERAGES, FOOD & TOBACCO",CCOFF
26,TR AGENT,"TSR Darashaw, H. Moosa Patrawala Ind. Est., E.Moses Rd., Mumbai-11",CCOFF
27,AUDITOR,SNB Associates,CCOFF
28,CHM, Harish Bhat,CCOFF
29,COMP SEC, N. S. Suryanraynan,CCOFF
30,YEAR OF INC, 1943,CCOFF
31,BSE CODE, 532301,CCOFF
32,FV (Rs), 1,CCOFF
33,DIV YIELD (%), 0.1,CCOFF
