,0,1,name
0,Price,32.8,IDBL
1,Mkt Cap,156595.0,IDBL
2,Vol,117.0,IDBL
3,P/E,-5.5,IDBL
4,P/CF,3.7,IDBL
5,EPS (TTM),-6.0,IDBL
6,% ch,1.9,IDBL
7,No. of shares,4781.52,IDBL
8,% ch week,10.8,IDBL
9,% ch 1-mth,15.1,IDBL
10,% ch 12-mth,-24.3,IDBL
11,52 week H/L,48.0/17.8,IDBL
12,52weekHigh,48.0,IDBL
13,52weekLow,17.8,IDBL
14,Indian Promoters,52.8%,IDBL
15,Foreign collaborators,0.0%,IDBL
16,Indian inst/Mut Fund,3.8%,IDBL
17,FIIs,14.7%,IDBL
18,ADR/GDR,0.0%,IDBL
19,Free float,10.6%,IDBL
20,Shareholders,,IDBL
21,Pledged promoter(s) holding,0.0%,IDBL
22,REGD OFF,"KRM Tower, 7th Floor, No.1 Harrington Road, Chetpet, chennai",IDBL
23,E-MAIL,bank.info@idfcbank.com,IDBL
24,TELEPHONE,+91 44 4564 4000,IDBL
25,SECTOR,BANKING,IDBL
26,TR AGENT,,IDBL
27,YEAR OF INC, 2015,IDBL
28,BSE CODE, 539437,IDBL
29,FV (Rs), 10,IDBL
30,DIV YIELD (%), -,IDBL
