,0,1,name
0,Price,152.0,CNPLY
1,Mkt Cap,33777.0,CNPLY
2,Vol,6.1,CNPLY
3,P/E,16.7,CNPLY
4,P/CF,16.2,CNPLY
5,EPS (TTM),9.1,CNPLY
6,% ch,-0.6,CNPLY
7,No. of shares,222.22,CNPLY
8,% ch week,13.6,CNPLY
9,% ch 1-mth,20.1,CNPLY
10,% ch 12-mth,12.8,CNPLY
11,52 week H/L,181.6/95.0,CNPLY
12,52weekHigh,181.6,CNPLY
13,52weekLow,95.0,CNPLY
14,Indian Promoters,74.5%,CNPLY
15,Foreign collaborators,0.0%,CNPLY
16,Indian inst/Mut Fund,2.0%,CNPLY
17,FIIs,5.9%,CNPLY
18,ADR/GDR,0.0%,CNPLY
19,Free float,17.7%,CNPLY
20,Shareholders,12161,CNPLY
21,Pledged promoter(s) holding,8.5%,CNPLY
22,REGD OFF,"6, Lyons Range, Kolkata 700 001",CNPLY
23,E-MAIL,arun@centuryply.com,CNPLY
24,TELEPHONE,(033) 3940 3950,CNPLY
25,SECTOR,MISCELLANEOUS,CNPLY
26,TR AGENT,"Maheshwari Datamatics, 6, Mangoe Lane, 2nd Floor, Kolkata-01",CNPLY
27,AUDITOR,S. R. Batliboi & Co.,CNPLY
28,CHM, Sajjan Bhajanka,CNPLY
29,COMP SEC, Sri Sundeep Jhunjhunwala,CNPLY
30,YEAR OF INC, 1986,CNPLY
31,BSE CODE, 532548,CNPLY
32,FV (Rs), 1,CNPLY
33,DIV YIELD (%), 0.7,CNPLY
