,0,1,name
0,Price,62.1,PTC
1,Mkt Cap,18367.0,PTC
2,Vol,8.3,PTC
3,P/E,6.0,PTC
4,P/CF,3.7,PTC
5,EPS (TTM),10.3,PTC
6,% ch,1.1,PTC
7,No. of shares,296.00,PTC
8,% ch week,11.2,PTC
9,% ch 1-mth,25.4,PTC
10,% ch 12-mth,9.0,PTC
11,52 week H/L,68.5/32.4,PTC
12,52weekHigh,68.5,PTC
13,52weekLow,32.4,PTC
14,Indian Promoters,16.2%,PTC
15,Foreign collaborators,0.0%,PTC
16,Indian inst/Mut Fund,37.7%,PTC
17,FIIs,24.5%,PTC
18,ADR/GDR,0.0%,PTC
19,Free float,21.6%,PTC
20,Shareholders,152490,PTC
21,Pledged promoter(s) holding,0.0%,PTC
22,REGD OFF,"2nd Floor, NBCC Towers, 15 Bhikaji Cama Place, New Delhi - 110 066",PTC
23,E-MAIL,rajivmaheshwari@ptcindia.com,PTC
24,TELEPHONE,(011) 4165 9500,PTC
25,SECTOR,POWER,PTC
26,TR AGENT,"MCS Limited, F-65, Okhla Industrial Area, Phase I, New Delhi-20",PTC
27,AUDITOR,K. G. Somani & Co.,PTC
28,CHM, Deepak Amitabh,PTC
29,COMP SEC, Rajiv Maheshwari,PTC
30,YEAR OF INC, 1999,PTC
31,BSE CODE, 532524,PTC
32,FV (Rs), 10,PTC
33,DIV YIELD (%), 6.4,PTC
