,0,1,name
0,Price,955.0,SHCU
1,Mkt Cap,62935.0,SHCU
2,Vol,0.3,SHCU
3,P/E,5.4,SHCU
4,P/CF,3.0,SHCU
5,EPS (TTM),176.3,SHCU
6,% ch,0.9,SHCU
7,No. of shares,65.90,SHCU
8,% ch week,15.0,SHCU
9,% ch 1-mth,38.8,SHCU
10,% ch 12-mth,-31.8,SHCU
11,52 week H/L,"1,571.7/617.0",SHCU
12,52weekHigh,"1,571.7",SHCU
13,52weekLow,617.0,SHCU
14,Indian Promoters,33.8%,SHCU
15,Foreign collaborators,0.0%,SHCU
16,Indian inst/Mut Fund,2.4%,SHCU
17,FIIs,24.8%,SHCU
18,ADR/GDR,0.0%,SHCU
19,Free float,39.0%,SHCU
20,Shareholders,5851,SHCU
21,Pledged promoter(s) holding,0.0%,SHCU
22,REGD OFF,"123, Angappa Naicken Street, Chennai - 600 001",SHCU
23,E-MAIL,pijushgupta.ca@gmail.com,SHCU
24,TELEPHONE,(044) 2534 1431,SHCU
25,SECTOR,INVESTMENT & FINANCE,SHCU
26,TR AGENT,"Integrated Enterprises, 2, Kences Towers, North Usman Rd., Chennai-17",SHCU
27,AUDITOR,Pijush Gupta & Co.,SHCU
28,CHM, Arun Duggal,SHCU
29,COMP SEC, C. R. Dash,SHCU
30,YEAR OF INC, 2002,SHCU
31,BSE CODE, 532498,SHCU
32,FV (Rs), 10,SHCU
33,DIV YIELD (%), 2.7,SHCU
