,0,1,name
0,Price,61.2,ZUAR
1,Mkt Cap,3603.0,ZUAR
2,Vol,29.6,ZUAR
3,P/E,-16.2,ZUAR
4,P/CF,-25.1,ZUAR
5,EPS (TTM),-3.8,ZUAR
6,% ch,10.0,ZUAR
7,No. of shares,58.88,ZUAR
8,% ch week,16.1,ZUAR
9,% ch 1-mth,18.8,ZUAR
10,% ch 12-mth,-1.2,ZUAR
11,52 week H/L,80.4/22.4,ZUAR
12,52weekHigh,80.4,ZUAR
13,52weekLow,22.4,ZUAR
14,Indian Promoters,39.4%,ZUAR
15,Foreign collaborators,25.5%,ZUAR
16,Indian inst/Mut Fund,13.6%,ZUAR
17,FIIs,3.8%,ZUAR
18,ADR/GDR,0.0%,ZUAR
19,Free float,17.7%,ZUAR
20,Shareholders,35508,ZUAR
21,Pledged promoter(s) holding,11.8%,ZUAR
22,REGD OFF,"Jai Kisaan Bhawan, Zuarinagar, Goa - 403 726",ZUAR
23,E-MAIL,ryp@zuari.co.in,ZUAR
24,TELEPHONE,(0832) 259 2431,ZUAR
25,SECTOR,FERTILIZERS,ZUAR
26,TR AGENT,"Link Intime India, C13, Pannalal Silk Mills Cmpd., LBS Marg, Mumbai - 78",ZUAR
27,AUDITOR,S. R. Batliboi & Co.,ZUAR
28,CHM, S. K. Poddar,ZUAR
29,COMP SEC, K. G. Prabhu,ZUAR
30,YEAR OF INC, 1967,ZUAR
31,BSE CODE, 500780,ZUAR
32,FV (Rs), 10,ZUAR
33,DIV YIELD (%), 0.8,ZUAR
