,0,1,name
0,Price,419.8,IGL
1,Mkt Cap,293860.0,IGL
2,Vol,9.5,IGL
3,P/E,25.9,IGL
4,P/CF,30.7,IGL
5,EPS (TTM),16.2,IGL
6,% ch,0.5,IGL
7,No. of shares,700.00,IGL
8,% ch week,6.9,IGL
9,% ch 1-mth,3.0,IGL
10,% ch 12-mth,27.4,IGL
11,52 week H/L,534.4/284.6,IGL
12,52weekHigh,534.4,IGL
13,52weekLow,284.6,IGL
14,Indian Promoters,45.0%,IGL
15,Foreign collaborators,0.0%,IGL
16,Indian inst/Mut Fund,21.7%,IGL
17,FIIs,14.9%,IGL
18,ADR/GDR,0.0%,IGL
19,Free float,18.4%,IGL
20,Shareholders,59955,IGL
21,Pledged promoter(s) holding,0.0%,IGL
22,REGD OFF,"IGL Bhawan, Plot No. 4, Community Centre, Sector 9, New Delhi-110 022",IGL
23,E-MAIL,skjain@igl.co.in,IGL
24,TELEPHONE,(011) 4607 4607,IGL
25,SECTOR,ENERGY SOURCES,IGL
26,TR AGENT,"Karvy Computershare, 17-24, Vithalrao Nagar, Madhapur, Hyderabad-81",IGL
27,AUDITOR,Deloitte Haskins & Sells,IGL
28,CHM, K. K. Gupta,IGL
29,COMP SEC, S. K. Jain,IGL
30,YEAR OF INC, 1998,IGL
31,BSE CODE, 532514,IGL
32,FV (Rs), 10,IGL
33,DIV YIELD (%), 0.6,IGL
