,0,1,name
0,Price,82.4,WRWDT
1,Mkt Cap,3795.0,WRWDT
2,Vol,4.3,WRWDT
3,P/E,-12.6,WRWDT
4,P/CF,2.4,WRWDT
5,EPS (TTM),-6.5,WRWDT
6,% ch,-1.0,WRWDT
7,No. of shares,46.08,WRWDT
8,% ch week,0.5,WRWDT
9,% ch 1-mth,15.7,WRWDT
10,% ch 12-mth,-32.1,WRWDT
11,52 week H/L,147.9/39.8,WRWDT
12,52weekHigh,147.9,WRWDT
13,52weekLow,39.8,WRWDT
14,Indian Promoters,45.6%,WRWDT
15,Foreign collaborators,0.0%,WRWDT
16,Indian inst/Mut Fund,7.8%,WRWDT
17,FIIs,24.2%,WRWDT
18,ADR/GDR,0.2%,WRWDT
19,Free float,22.1%,WRWDT
20,Shareholders,48349,WRWDT
21,Pledged promoter(s) holding,0.0%,WRWDT
22,REGD OFF,"Doshi Towers, 1A & B No.156, Periyar, EVR, Salai Kilpauk, Chennai - 600 010",WRWDT
23,E-MAIL,info@ftindia.com,WRWDT
24,TELEPHONE,(022) 6686 1010,WRWDT
25,SECTOR,SOFTWARE,WRWDT
26,TR AGENT,"Karvy Computershare, Plot 17-24, Vithalrao Nagar, Madhapur, Hyderabad - 81",WRWDT
27,AUDITOR,Deloitte Haskins & Sells,WRWDT
28,CHM, Jignesh Shah,WRWDT
29,COMP SEC, Naishadh P. Desai,WRWDT
30,YEAR OF INC, 1988,WRWDT
31,BSE CODE, 526881,WRWDT
32,FV (Rs), 2,WRWDT
33,DIV YIELD (%), 9.7,WRWDT
