,0,1,name
0,Price,6.2,HCNS
1,Mkt Cap,4815.0,HCNS
2,Vol,832.8,HCNS
3,P/E,-1.3,HCNS
4,P/CF,-38.6,HCNS
5,EPS (TTM),-4.8,HCNS
6,% ch,-0.3,HCNS
7,No. of shares,779.16,HCNS
8,% ch week,3.5,HCNS
9,% ch 1-mth,4.4,HCNS
10,% ch 12-mth,-24.7,HCNS
11,52 week H/L,13.3/3.6,HCNS
12,52weekHigh,13.3,HCNS
13,52weekLow,3.6,HCNS
14,Indian Promoters,43.5%,HCNS
15,Foreign collaborators,0.0%,HCNS
16,Indian inst/Mut Fund,3.5%,HCNS
17,FIIs,12.7%,HCNS
18,ADR/GDR,0.0%,HCNS
19,Free float,40.3%,HCNS
20,Shareholders,211750,HCNS
21,Pledged promoter(s) holding,71.4%,HCNS
22,REGD OFF,"Hincon House, 11th Floor, Lal Bahadur Shastri Marg, Vikhroli (W), Mumbai-83",HCNS
23,E-MAIL,secretarial@hccindia.com,HCNS
24,TELEPHONE,(022) 2575 1000,HCNS
25,SECTOR,CONSTRUCTION,HCNS
26,TR AGENT,"TSR Darashaw, H. Moosa Patrawala Ind. Est., E.Moses Rd., Mumbai-11",HCNS
27,AUDITOR,K. S. Aiyar & Co.,HCNS
28,CHM, Ajit Gulabchand (MD),HCNS
29,COMP SEC, Vithal P. Kulkarni,HCNS
30,YEAR OF INC, 1926,HCNS
31,BSE CODE, 500185,HCNS
32,FV (Rs), 1,HCNS
33,DIV YIELD (%), -,HCNS
