,0,1,name
0,Price,147.7,JYLB
1,Mkt Cap,26728.0,JYLB
2,Vol,21.4,JYLB
3,P/E,15.5,JYLB
4,P/CF,11.7,JYLB
5,EPS (TTM),9.5,JYLB
6,% ch,-2.7,JYLB
7,No. of shares,181.02,JYLB
8,% ch week,4.3,JYLB
9,% ch 1-mth,19.6,JYLB
10,% ch 12-mth,-0.6,JYLB
11,52 week H/L,185.0/86.2,JYLB
12,52weekHigh,185.0,JYLB
13,52weekLow,86.2,JYLB
14,Indian Promoters,66.8%,JYLB
15,Foreign collaborators,0.0%,JYLB
16,Indian inst/Mut Fund,8.4%,JYLB
17,FIIs,14.5%,JYLB
18,ADR/GDR,0.0%,JYLB
19,Free float,10.3%,JYLB
20,Shareholders,84983,JYLB
21,Pledged promoter(s) holding,36.7%,JYLB
22,REGD OFF,"Ujala House, Ram Krishna Mandir Road, Kondivita, Andheri (E), Mumbai-59",JYLB
23,E-MAIL,secretarial@jyothy.com,JYLB
24,TELEPHONE,(022) 6689 2800,JYLB
25,SECTOR,CONSUMER PRODUCTS,JYLB
26,TR AGENT,"Link Intime India, C13, Pannalal Silk Mills Compd., LBS Marg, Mumbai-78",JYLB
27,AUDITOR,S. R. Batliboi,JYLB
28,CHM, M. P. Ramachandran (MD),JYLB
29,COMP SEC, M. L. Bansal,JYLB
30,YEAR OF INC, 2000,JYLB
31,BSE CODE, 532926,JYLB
32,FV (Rs), 1,JYLB
33,DIV YIELD (%), 4.1,JYLB
