,0,1,name
0,Price,281.9,CRBM
1,Mkt Cap,53048.0,CRBM
2,Vol,56.8,CRBM
3,P/E,20.6,CRBM
4,P/CF,15.8,CRBM
5,EPS (TTM),13.7,CRBM
6,% ch,0.5,CRBM
7,No. of shares,188.18,CRBM
8,% ch week,11.9,CRBM
9,% ch 1-mth,15.4,CRBM
10,% ch 12-mth,2.0,CRBM
11,52 week H/L,361.4/175.0,CRBM
12,52weekHigh,361.4,CRBM
13,52weekLow,175.0,CRBM
14,Indian Promoters,42.2%,CRBM
15,Foreign collaborators,0.0%,CRBM
16,Indian inst/Mut Fund,11.8%,CRBM
17,FIIs,22.5%,CRBM
18,ADR/GDR,0.0%,CRBM
19,Free float,23.5%,CRBM
20,Shareholders,15711,CRBM
21,Pledged promoter(s) holding,1.8%,CRBM
22,REGD OFF,"Parry House, 43 Moore Street, Chennai - 600 001",CRBM
23,E-MAIL,dhanvanthkumarS@cumi.murugappa.com,CRBM
24,TELEPHONE,(044) 3000 6141,CRBM
25,SECTOR,CAPITAL GOODS,CRBM
26,TR AGENT,"Karvy Computershare, Plot 17-24, Vithalrao Nagar, Madhapur, Hyderabad-81",CRBM
27,AUDITOR,Deloitte Haskins & Sells,CRBM
28,CHM, M. M. Murugappan,CRBM
29,COMP SEC, Rekha Surendhiran,CRBM
30,YEAR OF INC, 1954,CRBM
31,BSE CODE, 513375,CRBM
32,FV (Rs), 1,CRBM
33,DIV YIELD (%), 1.0,CRBM
