,0,1,name
0,Price,649.0,INGER
1,Mkt Cap,20487.0,INGER
2,Vol,7.4,INGER
3,P/E,24.9,INGER
4,P/CF,20.2,INGER
5,EPS (TTM),26.0,INGER
6,% ch,0.7,INGER
7,No. of shares,31.57,INGER
8,% ch week,3.6,INGER
9,% ch 1-mth,4.5,INGER
10,% ch 12-mth,9.4,INGER
11,52 week H/L,729.0/586.2,INGER
12,52weekHigh,729.0,INGER
13,52weekLow,586.2,INGER
14,Indian Promoters,0.0%,INGER
15,Foreign collaborators,74.0%,INGER
16,Indian inst/Mut Fund,7.2%,INGER
17,FIIs,0.5%,INGER
18,ADR/GDR,0.0%,INGER
19,Free float,18.3%,INGER
20,Shareholders,19522,INGER
21,Pledged promoter(s) holding,0.0%,INGER
22,REGD OFF,"Plot No. 35, KIADB Industrial Area, Bidadi, Bangalore - 562 109",INGER
23,E-MAIL,p_r_shubhakar@irco.com,INGER
24,TELEPHONE,(080) 2216 6000,INGER
25,SECTOR,MISCELLANEOUS,INGER
26,TR AGENT,"TSR Darashaw, H. Moosa Patrawala Ind. Est., E.Moses Rd., Mumbai-11",INGER
27,AUDITOR,Price Waterhouse,INGER
28,CHM, Venkatesh Valluri,INGER
29,COMP SEC, P. R. Shubhakar,INGER
30,YEAR OF INC, 1921,INGER
31,BSE CODE, 500210,INGER
32,FV (Rs), 10,INGER
33,DIV YIELD (%), 0.9,INGER
