,0,1,name
0,Price,9.2,SICAG
1,Mkt Cap,512.0,SICAG
2,Vol,45.5,SICAG
3,P/E,-0.6,SICAG
4,P/CF,0.5,SICAG
5,EPS (TTM),-15.5,SICAG
6,% ch,-1.9,SICAG
7,No. of shares,55.60,SICAG
8,% ch week,-0.9,SICAG
9,% ch 1-mth,-3.6,SICAG
10,% ch 12-mth,-69.8,SICAG
11,52 week H/L,33.5/5.0,SICAG
12,52weekHigh,33.5,SICAG
13,52weekLow,5.0,SICAG
14,Indian Promoters,55.1%,SICAG
15,Foreign collaborators,14.2%,SICAG
16,Indian inst/Mut Fund,0.3%,SICAG
17,FIIs,1.3%,SICAG
18,ADR/GDR,0.0%,SICAG
19,Free float,29.1%,SICAG
20,Shareholders,39958,SICAG
21,Pledged promoter(s) holding,41.7%,SICAG
22,REGD OFF,"South India House, 73, Armenian Street, Chennai - 600 001",SICAG
23,E-MAIL,secl@sical.com,SICAG
24,TELEPHONE,(044) 6615 7016,SICAG
25,SECTOR,LOGISTICS,SICAG
26,TR AGENT,"Cameo Corporate, Subramanian Bldg, 5th Floor, Club House Rd., Chennai-02",SICAG
27,AUDITOR,CNGSN & Assoc.,SICAG
28,CHM, Ashwin. C. Muthiah,SICAG
29,COMP SEC, V. Radhakrishnan,SICAG
30,YEAR OF INC, 1955,SICAG
31,BSE CODE, 520086,SICAG
32,FV (Rs), 10,SICAG
33,DIV YIELD (%), -,SICAG
