,0,1,name
0,Price,68.4,SAWP
1,Mkt Cap,18894.0,SAWP
2,Vol,2.1,SAWP
3,P/E,4.1,SAWP
4,P/CF,1.6,SAWP
5,EPS (TTM),16.6,SAWP
6,% ch,0.8,SAWP
7,No. of shares,276.23,SAWP
8,% ch week,7.7,SAWP
9,% ch 1-mth,20.4,SAWP
10,% ch 12-mth,-3.1,SAWP
11,52 week H/L,102.7/40.0,SAWP
12,52weekHigh,102.7,SAWP
13,52weekLow,40.0,SAWP
14,Indian Promoters,34.8%,SAWP
15,Foreign collaborators,11.4%,SAWP
16,Indian inst/Mut Fund,11.9%,SAWP
17,FIIs,18.1%,SAWP
18,ADR/GDR,0.0%,SAWP
19,Free float,23.7%,SAWP
20,Shareholders,36525,SAWP
21,Pledged promoter(s) holding,0.0%,SAWP
22,REGD OFF,"A1, UPSIDC Industrial Area, Nandgaon Road , Kosi Kalan, Mathura - 281 403",SAWP
23,E-MAIL,investors@jindalsaw.com,SAWP
24,TELEPHONE,(011) 2618 8360 / 74,SAWP
25,SECTOR,CAPITAL GOODS,SAWP
26,TR AGENT,"RCMC Share Registry, 1515, B-106, Sector-2, Noida - 201 301",SAWP
27,AUDITOR,N. C. Aggarwal & Co.,SAWP
28,COMP SEC, Sunil Jain,SAWP
29,YEAR OF INC, 1984,SAWP
30,BSE CODE, 500378,SAWP
31,FV (Rs), 2,SAWP
32,DIV YIELD (%), 2.0,SAWP
