,0,1,name
0,Price,501.6,BFRG
1,Mkt Cap,233516.0,BFRG
2,Vol,4.6,BFRG
3,P/E,49.3,BFRG
4,P/CF,14.9,BFRG
5,EPS (TTM),10.2,BFRG
6,% ch,0.5,BFRG
7,No. of shares,465.59,BFRG
8,% ch week,0.9,BFRG
9,% ch 1-mth,30.5,BFRG
10,% ch 12-mth,28.5,BFRG
11,52 week H/L,533.1/207.9,BFRG
12,52weekHigh,533.1,BFRG
13,52weekLow,207.9,BFRG
14,Indian Promoters,46.7%,BFRG
15,Foreign collaborators,0.0%,BFRG
16,Indian inst/Mut Fund,16.9%,BFRG
17,FIIs,13.7%,BFRG
18,ADR/GDR,0.0%,BFRG
19,Free float,22.7%,BFRG
20,Shareholders,51211,BFRG
21,Pledged promoter(s) holding,0.0%,BFRG
22,REGD OFF,"Mundhwa, Pune Cantonment, Pune - 411 036",BFRG
23,E-MAIL,secretarial@bharatforge.com,BFRG
24,TELEPHONE,(020) 6704 2476,BFRG
25,SECTOR,"AUTO ANCILLARIES,FORGINGS",BFRG
26,TR AGENT,In-house,BFRG
27,AUDITOR,S. R. Batliboi & Co,BFRG
28,CHM, B. N. Kalyani (MD),BFRG
29,COMP SEC, Prashant S. Vaishampayan,BFRG
30,YEAR OF INC, 1961,BFRG
31,BSE CODE, 500493,BFRG
32,FV (Rs), 2,BFRG
33,DIV YIELD (%), 1.0,BFRG
