,0,1,name
0,Price,193.7,GAPL
1,Mkt Cap,3211.0,GAPL
2,Vol,1.7,GAPL
3,P/E,38.3,GAPL
4,P/CF,48.6,GAPL
5,EPS (TTM),5.1,GAPL
6,% ch,-0.9,GAPL
7,No. of shares,16.58,GAPL
8,% ch week,4.9,GAPL
9,% ch 1-mth,12.8,GAPL
10,% ch 12-mth,56.9,GAPL
11,52 week H/L,208.8/100.0,GAPL
12,52weekHigh,208.8,GAPL
13,52weekLow,100.0,GAPL
14,Indian Promoters,49.7%,GAPL
15,Foreign collaborators,5.1%,GAPL
16,Indian inst/Mut Fund,0.1%,GAPL
17,FIIs,0.0%,GAPL
18,ADR/GDR,0.0%,GAPL
19,Free float,45.2%,GAPL
20,Shareholders,10334,GAPL
21,Pledged promoter(s) holding,0.0%,GAPL
22,REGD OFF,"Block - 486 - 488, Mouje Dholasan, Mehsana - 382 732",GAPL
23,E-MAIL,cs@apollo.co.in,GAPL
24,TELEPHONE,(02762) 285 309,GAPL
25,SECTOR,CAPITAL GOODS,GAPL
26,TR AGENT,"Link Intime India, 303, Shopper�s Plaza, V, Navrangpura, Ahmedabad-09",GAPL
27,AUDITOR,DJNV & Co.,GAPL
28,CHM, Anil T. Patel,GAPL
29,COMP SEC, Neha Chikani Shah,GAPL
30,YEAR OF INC, 1972,GAPL
31,BSE CODE, 522217,GAPL
32,FV (Rs), 10,GAPL
33,DIV YIELD (%), 1.1,GAPL
