,0,1,name
0,Price,347.6,GALK
1,Mkt Cap,25528.0,GALK
2,Vol,65.7,GALK
3,P/E,7.7,GALK
4,P/CF,3.1,GALK
5,EPS (TTM),45.3,GALK
6,% ch,3.9,GALK
7,No. of shares,73.44,GALK
8,% ch week,8.2,GALK
9,% ch 1-mth,6.3,GALK
10,% ch 12-mth,-13.3,GALK
11,52 week H/L,487.4/165.0,GALK
12,52weekHigh,487.4,GALK
13,52weekLow,165.0,GALK
14,Indian Promoters,46.3%,GALK
15,Foreign collaborators,0.0%,GALK
16,Indian inst/Mut Fund,2.1%,GALK
17,FIIs,4.2%,GALK
18,ADR/GDR,0.0%,GALK
19,Free float,47.4%,GALK
20,Shareholders,52842,GALK
21,Pledged promoter(s) holding,0.0%,GALK
22,REGD OFF,"P.O. Petrochemicals, Vadodara, Gujarat - 391 346",GALK
23,E-MAIL,investor_relations@gacl.co.in,GALK
24,TELEPHONE,(0265) 223 2681,GALK
25,SECTOR,CHEMICALS & PESTICIDES,GALK
26,TR AGENT,"MCS Ltd., Neelam Apts,1st Flr, 88, Sampatrao Colony, Vadodara-07",GALK
27,AUDITOR,Prakash Chandra Jain & Co.,GALK
28,CHM, Varesh Sinha (IAS),GALK
29,COMP SEC, Sanjay S. Bhatt,GALK
30,YEAR OF INC, 1973,GALK
31,BSE CODE, 530001,GALK
32,FV (Rs), 10,GALK
33,DIV YIELD (%), 2.3,GALK
