,0,1,name
0,Price,44.6,KESO
1,Mkt Cap,4896.0,KESO
2,Vol,1.8,KESO
3,P/E,-3.0,KESO
4,P/CF,-2.3,KESO
5,EPS (TTM),-15.0,KESO
6,% ch,2.3,KESO
7,No. of shares,109.77,KESO
8,% ch week,5.7,KESO
9,% ch 1-mth,27.1,KESO
10,% ch 12-mth,-16.0,KESO
11,52 week H/L,74.1/17.1,KESO
12,52weekHigh,74.1,KESO
13,52weekLow,17.1,KESO
14,Indian Promoters,48.2%,KESO
15,Foreign collaborators,0.0%,KESO
16,Indian inst/Mut Fund,5.9%,KESO
17,FIIs,4.2%,KESO
18,ADR/GDR,6.4%,KESO
19,Free float,35.2%,KESO
20,Shareholders,77788,KESO
21,Pledged promoter(s) holding,0.0%,KESO
22,REGD OFF,"Birla Building, 9/1, R. N. Mukherjee Road, Kolkata - 700 001",KESO
23,E-MAIL,skparik@kesoram.net,KESO
24,TELEPHONE,(033) 2243 5453,KESO
25,SECTOR,DIVERSIFIED,KESO
26,TR AGENT,"MCS Ltd., 77/2A, Hazra Road, 3rd & 5th Floor, Kolkata-29",KESO
27,AUDITOR,Price Waterhouse,KESO
28,CHM, B. K. Birla,KESO
29,COMP SEC, Gautam Ganguli,KESO
30,YEAR OF INC, 1919,KESO
31,BSE CODE, 502937,KESO
32,FV (Rs), 10,KESO
33,DIV YIELD (%), -,KESO
