,0,1,name
0,Price,172.8,STOPT
1,Mkt Cap,68058.0,STOPT
2,Vol,19.1,STOPT
3,P/E,15.7,STOPT
4,P/CF,8.7,STOPT
5,EPS (TTM),11.0,STOPT
6,% ch,1.4,STOPT
7,No. of shares,393.97,STOPT
8,% ch week,15.4,STOPT
9,% ch 1-mth,27.2,STOPT
10,% ch 12-mth,44.2,STOPT
11,52 week H/L,180.0/59.8,STOPT
12,52weekHigh,180.0,STOPT
13,52weekLow,59.8,STOPT
14,Indian Promoters,1.5%,STOPT
15,Foreign collaborators,53.2%,STOPT
16,Indian inst/Mut Fund,8.4%,STOPT
17,FIIs,1.2%,STOPT
18,ADR/GDR,0.0%,STOPT
19,Free float,35.7%,STOPT
20,Shareholders,130685,STOPT
21,Pledged promoter(s) holding,0.0%,STOPT
22,REGD OFF,"Survey No. 68/1, Rakholi Village, Madhuban Dam Road, Silvassa - 396 230",STOPT
23,E-MAIL,sandeep.deshmukh@sterlite.com,STOPT
24,TELEPHONE,(020) 3051 4000,STOPT
25,SECTOR,TELECOM CABLES,STOPT
26,TR AGENT,"Karvy Computershare, 17-24, Vithalrao Nagar, Madhapur, Hyderabad-81",STOPT
27,AUDITOR,S. R. Batllboi & Co.,STOPT
28,CHM, Anil Agarwal,STOPT
29,COMP SEC, Amit Deshpande,STOPT
30,YEAR OF INC, 2001,STOPT
31,BSE CODE, 532374,STOPT
32,FV (Rs), 2,STOPT
33,DIV YIELD (%), 2.1,STOPT
