,0,1,name
0,Price,812.9,MHSP
1,Mkt Cap,51738.0,MHSP
2,Vol,2.7,MHSP
3,P/E,8.4,MHSP
4,P/CF,6.3,MHSP
5,EPS (TTM),96.5,MHSP
6,% ch,6.1,MHSP
7,No. of shares,63.65,MHSP
8,% ch week,17.2,MHSP
9,% ch 1-mth,24.9,MHSP
10,% ch 12-mth,-9.7,MHSP
11,52 week H/L,"1,105.0/592.9",MHSP
12,52weekHigh,"1,105.0",MHSP
13,52weekLow,592.9,MHSP
14,Indian Promoters,61.0%,MHSP
15,Foreign collaborators,0.0%,MHSP
16,Indian inst/Mut Fund,11.2%,MHSP
17,FIIs,11.3%,MHSP
18,ADR/GDR,0.0%,MHSP
19,Free float,15.7%,MHSP
20,Shareholders,23905,MHSP
21,Pledged promoter(s) holding,0.0%,MHSP
22,REGD OFF,"Chandigarh Road, Ludhiana - 141 010",MHSP
23,E-MAIL,secretarial.lud@vardhman.com,MHSP
24,TELEPHONE,(0161) 222 8943,MHSP
25,SECTOR,TEXTILES,MHSP
26,TR AGENT,"Alankit Assignments, 2E/21, 1st Flr, Jhandewalan Extension, New Delhi-55",MHSP
27,AUDITOR,S. C. Vasudeva & Co.,MHSP
28,CHM, Paul Oswal (MD),MHSP
29,COMP SEC, Karan Kamal Walia,MHSP
30,YEAR OF INC, 1973,MHSP
31,BSE CODE, 502986,MHSP
32,FV (Rs), 10,MHSP
33,DIV YIELD (%), 1.6,MHSP
