,0,1,name
0,Price,188.6,MHRI
1,Mkt Cap,16739.0,MHRI
2,Vol,0.6,MHRI
3,P/E,-16.8,MHRI
4,P/CF,10.4,MHRI
5,EPS (TTM),-11.2,MHRI
6,% ch,1.4,MHRI
7,No. of shares,88.78,MHRI
8,% ch week,13.9,MHRI
9,% ch 1-mth,18.1,MHRI
10,% ch 12-mth,-10.2,MHRI
11,52 week H/L,252.5/122.0,MHRI
12,52weekHigh,252.5,MHRI
13,52weekLow,122.0,MHRI
14,Indian Promoters,82.7%,MHRI
15,Foreign collaborators,0.0%,MHRI
16,Indian inst/Mut Fund,0.5%,MHRI
17,FIIs,3.6%,MHRI
18,ADR/GDR,0.0%,MHRI
19,Free float,13.3%,MHRI
20,Shareholders,13055,MHRI
21,Pledged promoter(s) holding,0.0%,MHRI
22,REGD OFF,"Mahindra Towers, 2nd Floor, No. 17 / 18, Patullos Road, Chennai-600 002",MHRI
23,E-MAIL,investors@mahindraholidays.com,MHRI
24,TELEPHONE,(044) 3988 1000,MHRI
25,SECTOR,HOTELS,MHRI
26,TR AGENT,"Karvy Computershare, 17-24, Vithalrao Nagar, Madhapur, Hyderabad-81",MHRI
27,AUDITOR,Deloitte Haskins & Sells,MHRI
28,CHM, A. K. Nanda,MHRI
29,COMP SEC, Dinesh Shetty,MHRI
30,YEAR OF INC, 1996,MHRI
31,BSE CODE, 533088,MHRI
32,FV (Rs), 10,MHRI
33,DIV YIELD (%), 3.2,MHRI
