,0,1,name
0,Price,7.8,THEL
1,Mkt Cap,330.0,THEL
2,Vol,4.9,THEL
3,P/E,-0.9,THEL
4,P/CF,-0.7,THEL
5,EPS (TTM),-8.5,THEL
6,% ch,-5.0,THEL
7,No. of shares,42.31,THEL
8,% ch week,-14.4,THEL
9,% ch 1-mth,52.4,THEL
10,% ch 12-mth,33.8,THEL
11,52 week H/L,10.0/3.1,THEL
12,52weekHigh,10.0,THEL
13,52weekLow,3.1,THEL
14,Indian Promoters,27.8%,THEL
15,Foreign collaborators,0.0%,THEL
16,Indian inst/Mut Fund,10.7%,THEL
17,FIIs,1.5%,THEL
18,ADR/GDR,0.0%,THEL
19,Free float,60.1%,THEL
20,Shareholders,4725,THEL
21,Pledged promoter(s) holding,100.0%,THEL
22,REGD OFF,"702, C, Morya House, Off New Link Rd., Andheri (W), Mumbai - 400 053",THEL
23,E-MAIL,compliance@treehouseplaygroup.net,THEL
24,TELEPHONE,(022) 6457 2730,THEL
25,SECTOR,SOFTWARE,THEL
26,TR AGENT,"Link Intime India, C13, Pannalal Silk Mills Compd., LBS Marg, Mumbai-78",THEL
27,AUDITOR,Jogish Mehta & Co.,THEL
28,CHM, Sanjaya Kulkarni,THEL
29,COMP SEC, Deepali Hanchate,THEL
30,YEAR OF INC, 2006,THEL
31,BSE CODE, 533540,THEL
32,FV (Rs), 10,THEL
33,DIV YIELD (%), -,THEL
