,0,1,name
0,Price,1533.4,GLXO
1,Mkt Cap,259759.0,GLXO
2,Vol,0.2,GLXO
3,P/E,236.0,GLXO
4,P/CF,52.6,GLXO
5,EPS (TTM),6.5,GLXO
6,% ch,0.7,GLXO
7,No. of shares,169.41,GLXO
8,% ch week,1.3,GLXO
9,% ch 1-mth,4.0,GLXO
10,% ch 12-mth,27.0,GLXO
11,52 week H/L,"1,745.0/1,046.4",GLXO
12,52weekHigh,"1,745.0",GLXO
13,52weekLow,"1,046.4",GLXO
14,Indian Promoters,0.0%,GLXO
15,Foreign collaborators,50.7%,GLXO
16,Indian inst/Mut Fund,10.2%,GLXO
17,FIIs,23.8%,GLXO
18,ADR/GDR,0.0%,GLXO
19,Free float,15.4%,GLXO
20,Shareholders,102036,GLXO
21,Pledged promoter(s) holding,0.0%,GLXO
22,REGD OFF,"Dr. Annie Besant Road, Worli, Mumbai - 400 030",GLXO
23,E-MAIL,ajay.a.nadkarni@gsk.com,GLXO
24,TELEPHONE,(022) 2495 9415,GLXO
25,SECTOR,PHARMACEUTICALS,GLXO
26,TR AGENT,"Karvy Computershare, 17-24, Vithalrao Nagar, Madhapur, Hyderabad-81",GLXO
27,AUDITOR,Price Waterhouse & Co.,GLXO
28,CHM, D. S. Parekh,GLXO
29,COMP SEC, A. A. Nadkarni (GM & Admin),GLXO
30,YEAR OF INC, 1924,GLXO
31,BSE CODE, 500660,GLXO
32,FV (Rs), 10,GLXO
33,DIV YIELD (%), 1.3,GLXO
