,0,1,name
0,Price,397.4,CADIL
1,Mkt Cap,406783.0,CADIL
2,Vol,11.3,CADIL
3,P/E,30.6,CADIL
4,P/CF,16.6,CADIL
5,EPS (TTM),13.0,CADIL
6,% ch,0.5,CADIL
7,No. of shares,1023.74,CADIL
8,% ch week,-0.0,CADIL
9,% ch 1-mth,9.4,CADIL
10,% ch 12-mth,81.3,CADIL
11,52 week H/L,411.6/212.7,CADIL
12,52weekHigh,411.6,CADIL
13,52weekLow,212.7,CADIL
14,Indian Promoters,74.8%,CADIL
15,Foreign collaborators,0.0%,CADIL
16,Indian inst/Mut Fund,8.3%,CADIL
17,FIIs,5.9%,CADIL
18,ADR/GDR,0.0%,CADIL
19,Free float,11.0%,CADIL
20,Shareholders,44069,CADIL
21,Pledged promoter(s) holding,0.0%,CADIL
22,REGD OFF,"Zydus Tower, Satellite Cross Roads, Ahmedabad - 380 015",CADIL
23,E-MAIL,upen.shah@zyduscadila.com,CADIL
24,TELEPHONE,(079) 2686 8326,CADIL
25,SECTOR,PHARMACEUTICALS,CADIL
26,TR AGENT,"Sharepro Serv.,416-420, Devnandan Mall, Ellisbridge, Ahmedabad-09",CADIL
27,AUDITOR,Mukesh M. Shah & Co.,CADIL
28,CHM, Pankaj R. Patel (MD),CADIL
29,COMP SEC, Upen H. Shah,CADIL
30,YEAR OF INC, 1995,CADIL
31,BSE CODE, 532321,CADIL
32,FV (Rs), 5,CADIL
33,DIV YIELD (%), 0.9,CADIL
