,0,1,name
0,Price,409.9,CARE
1,Mkt Cap,11883.0,CARE
2,Vol,3.1,CARE
3,P/E,14.2,CARE
4,P/CF,8.4,CARE
5,EPS (TTM),28.8,CARE
6,% ch,-2.0,CARE
7,No. of shares,28.99,CARE
8,% ch week,2.5,CARE
9,% ch 1-mth,-6.2,CARE
10,% ch 12-mth,-22.4,CARE
11,52 week H/L,726.6/236.5,CARE
12,52weekHigh,726.6,CARE
13,52weekLow,236.5,CARE
14,Indian Promoters,0.0%,CARE
15,Foreign collaborators,0.0%,CARE
16,Indian inst/Mut Fund,49.7%,CARE
17,FIIs,25.7%,CARE
18,ADR/GDR,0.0%,CARE
19,Free float,24.6%,CARE
20,Shareholders,40414,CARE
21,Pledged promoter(s) holding,0.0%,CARE
22,REGD OFF,"4th Floor, Godrej Coliseum, Somaiya Hospital Road, Sion (E), Mumbai-400 022",CARE
23,E-MAIL,investor.relations@careratings.com,CARE
24,TELEPHONE,(022) 6754 3456,CARE
25,SECTOR,RATING AGENCIES,CARE
26,TR AGENT,"Karvy Computershare, 17-24, Vithalrao Nagar, Madhapur, Hyderabad-81",CARE
27,AUDITOR,Khimji Kunverji & Co.,CARE
28,CHM, A. K. Bansal,CARE
29,COMP SEC, Navin K. Jain,CARE
30,YEAR OF INC, 1993,CARE
31,BSE CODE, 534804,CARE
32,FV (Rs), 10,CARE
33,DIV YIELD (%), 7.4,CARE
