,0,1,name
0,Price,25.3,GMRI
1,Mkt Cap,110340.0,GMRI
2,Vol,2769.5,GMRI
3,P/E,-5.8,GMRI
4,P/CF,29.3,GMRI
5,EPS (TTM),-4.4,GMRI
6,% ch,4.3,GMRI
7,No. of shares,4361.25,GMRI
8,% ch week,21.3,GMRI
9,% ch 1-mth,13.5,GMRI
10,% ch 12-mth,66.0,GMRI
11,52 week H/L,26.6/14.1,GMRI
12,52weekHigh,26.6,GMRI
13,52weekLow,14.1,GMRI
14,Indian Promoters,64.8%,GMRI
15,Foreign collaborators,0.0%,GMRI
16,Indian inst/Mut Fund,8.7%,GMRI
17,FIIs,14.0%,GMRI
18,ADR/GDR,0.0%,GMRI
19,Free float,12.5%,GMRI
20,Shareholders,440700,GMRI
21,Pledged promoter(s) holding,78.9%,GMRI
22,REGD OFF,"25/1, Skip House, Museum Road, Bangalore - 560 025",GMRI
23,E-MAIL,sounderarajan.cp@gmrgroup.in,GMRI
24,TELEPHONE,(080) 4053 4281,GMRI
25,SECTOR,DIVERSIFIED,GMRI
26,TR AGENT,"Karvy Computershare, Plot 17-24, Vithalrao Nagar, Madhapur, Hyderabad-81",GMRI
27,AUDITOR,S. R. Batliboi & Assoc.,GMRI
28,CHM, G. M. Rao,GMRI
29,COMP SEC, C. P. Sounderarajan,GMRI
30,YEAR OF INC, 1996,GMRI
31,BSE CODE, 532754,GMRI
32,FV (Rs), 1,GMRI
33,DIV YIELD (%), -,GMRI
