,0,1,name
0,Price,18.7,CRGR
1,Mkt Cap,41343.0,CRGR
2,Vol,211.6,CRGR
3,P/E,-39.8,CRGR
4,P/CF,-17.1,CRGR
5,EPS (TTM),-0.5,CRGR
6,% ch,4.9,CRGR
7,No. of shares,2214.40,CRGR
8,% ch week,33.6,CRGR
9,% ch 1-mth,131.1,CRGR
10,% ch 12-mth,115.8,CRGR
11,52 week H/L,17.8/4.7,CRGR
12,52weekHigh,17.8,CRGR
13,52weekLow,4.7,CRGR
14,Indian Promoters,40.8%,CRGR
15,Foreign collaborators,1.8%,CRGR
16,Indian inst/Mut Fund,22.2%,CRGR
17,FIIs,20.0%,CRGR
18,ADR/GDR,0.0%,CRGR
19,Free float,15.1%,CRGR
20,Shareholders,117401,CRGR
21,Pledged promoter(s) holding,66.1%,CRGR
22,REGD OFF,"6th Floor, CG House, Dr. Annie Besant Road, Worli, Mumbai - 400 030",CRGR
23,E-MAIL,cginvestors@dfssl.com,CRGR
24,TELEPHONE,(022) 6671 2151,CRGR
25,SECTOR,CAPITAL GOODS,CRGR
26,TR AGENT,"Link Intime India, C-13, Pannalal Silk Mills Compound, LBS Marg, Mumbai- 78",CRGR
27,AUDITOR,Sharp & Tannan,CRGR
28,CHM, G. Thapar,CRGR
29,COMP SEC, M Bhosale,CRGR
30,YEAR OF INC, 1947,CRGR
31,BSE CODE, 500093,CRGR
32,FV (Rs), 2,CRGR
33,DIV YIELD (%), -,CRGR
