,0,1,name
0,Price,133.6,MMFS
1,Mkt Cap,75992.0,MMFS
2,Vol,14.2,MMFS
3,P/E,6.2,MMFS
4,P/CF,1.9,MMFS
5,EPS (TTM),21.6,MMFS
6,% ch,0.9,MMFS
7,No. of shares,568.80,MMFS
8,% ch week,0.3,MMFS
9,% ch 1-mth,-5.6,MMFS
10,% ch 12-mth,-33.8,MMFS
11,52 week H/L,245.7/76.5,MMFS
12,52weekHigh,245.7,MMFS
13,52weekLow,76.5,MMFS
14,Indian Promoters,52.1%,MMFS
15,Foreign collaborators,0.0%,MMFS
16,Indian inst/Mut Fund,1.3%,MMFS
17,FIIs,41.4%,MMFS
18,ADR/GDR,0.0%,MMFS
19,Free float,5.3%,MMFS
20,Shareholders,54174,MMFS
21,Pledged promoter(s) holding,0.0%,MMFS
22,REGD OFF,"Gateway Building, Apollo Bunder, Mumbai - 400 001",MMFS
23,E-MAIL,pardiwala.arnavaz@mahindra.com,MMFS
24,TELEPHONE,(022) 6652 6000,MMFS
25,SECTOR,INVESTMENT & FINANCE,MMFS
26,TR AGENT,"Karvy Computershare, 17-24, Vithalrao Nagar, Madhapur, Hyderabad-81",MMFS
27,AUDITOR,B. K. Khare & Co.,MMFS
28,CHM, Bharat Doshi,MMFS
29,COMP SEC, Arnavaz M. Pardiwala,MMFS
30,YEAR OF INC, 1991,MMFS
31,BSE CODE, 532720,MMFS
32,FV (Rs), 2,MMFS
33,DIV YIELD (%), 5.3,MMFS
