,0,1,name
0,Price,35.3,CPL
1,Mkt Cap,1776.0,CPL
2,Vol,473.5,CPL
3,P/E,14.1,CPL
4,P/CF,23.7,CPL
5,EPS (TTM),2.5,CPL
6,% ch,6.7,CPL
7,No. of shares,50.38,CPL
8,% ch week,-2.8,CPL
9,% ch 1-mth,-15.4,CPL
10,% ch 12-mth,41.6,CPL
11,52 week H/L,44.2/20.6,CPL
12,52weekHigh,44.2,CPL
13,52weekLow,20.6,CPL
14,Indian Promoters,74.5%,CPL
15,Foreign collaborators,0.0%,CPL
16,Indian inst/Mut Fund,25.5%,CPL
17,FIIs,0.0%,CPL
18,ADR/GDR,0.0%,CPL
19,Free float,25.5%,CPL
20,Shareholders,1972,CPL
21,Pledged promoter(s) holding,0.0%,CPL
22,REGD OFF,"Upper level-25, Royal Complex, Bhutkhana chowk, Rajkot-360001 Gujrat",CPL
23,E-MAIL,info@captainpolyplast.in,CPL
24,TELEPHONE,+91-2827-253006,CPL
25,SECTOR,IRRIGATION,CPL
26,TR AGENT,,CPL
27,YEAR OF INC,,CPL
28,BSE CODE, 536974,CPL
29,FV (Rs), 2,CPL
30,DIV YIELD (%), -,CPL
