,0,1,name
0,Price,0.4,KARUT
1,Mkt Cap,316.0,KARUT
2,Vol,181.9,KARUT
3,P/E,1.0,KARUT
4,P/CF,0.4,KARUT
5,EPS (TTM),0.4,KARUT
6,% ch,-4.9,KARUT
7,No. of shares,809.73,KARUT
8,% ch week,-4.9,KARUT
9,% ch 1-mth,-13.3,KARUT
10,% ch 12-mth,-7.1,KARUT
11,52 week H/L,0.6/0.2,KARUT
12,52weekHigh,0.6,KARUT
13,52weekLow,0.2,KARUT
14,Indian Promoters,5.5%,KARUT
15,Foreign collaborators,0.0%,KARUT
16,Indian inst/Mut Fund,0.2%,KARUT
17,FIIs,15.8%,KARUT
18,ADR/GDR,1.3%,KARUT
19,Free float,77.2%,KARUT
20,Shareholders,70503,KARUT
21,Pledged promoter(s) holding,22.4%,KARUT
22,REGD OFF,"204, Embassy Centre, 11, Crescent Road, Bangalore, 560 001",KARUT
23,E-MAIL,investorrelations@karuturi.com,KARUT
24,TELEPHONE,(080) 4080 9000,KARUT
25,SECTOR,CONSUMER PRODUCTS,KARUT
26,TR AGENT,"Karvy Computershare, 17-24, Vithalrao Nagar, Madhapur, Hyderabad-81",KARUT
27,AUDITOR,Ishwar & Gopal,KARUT
28,CHM, Ramakrishna Karuturi (MD),KARUT
29,COMP SEC, Nagesh Babu K. L,KARUT
30,YEAR OF INC, 1995,KARUT
31,BSE CODE, 531687,KARUT
32,FV (Rs), 1,KARUT
33,DIV YIELD (%), -,KARUT
