,0,1,name
0,Price,249.3,ADEX
1,Mkt Cap,386768.0,ADEX
2,Vol,858.8,ADEX
3,P/E,256.7,ADEX
4,P/CF,63.1,ADEX
5,EPS (TTM),1.0,ADEX
6,% ch,6.9,ADEX
7,No. of shares,1551.73,ADEX
8,% ch week,26.0,ADEX
9,% ch 1-mth,47.7,ADEX
10,% ch 12-mth,84.5,ADEX
11,52 week H/L,261.1/116.3,ADEX
12,52weekHigh,261.1,ADEX
13,52weekLow,116.3,ADEX
14,Indian Promoters,66.4%,ADEX
15,Foreign collaborators,8.6%,ADEX
16,Indian inst/Mut Fund,0.8%,ADEX
17,FIIs,20.5%,ADEX
18,ADR/GDR,0.0%,ADEX
19,Free float,3.7%,ADEX
20,Shareholders,47972,ADEX
21,Pledged promoter(s) holding,17.8%,ADEX
22,REGD OFF,"Adani House, Near Mithakhali Six Roads, Navrangpura, Ahmedabad - 380 009",ADEX
23,E-MAIL,parthiv.parikh@adani.in,ADEX
24,TELEPHONE,(079) 2555 5555,ADEX
25,SECTOR,DIVERSIFIED,ADEX
26,TR AGENT,"Sharepro Serv., 416-420, 4th Flr., Devnandan Mall, Ellisbridge, Ahmedabad-06",ADEX
27,AUDITOR,Dharmesh Parikh & Co.,ADEX
28,CHM, Gautam S. Adani,ADEX
29,COMP SEC, Parthiv Parikh,ADEX
30,YEAR OF INC, 1993,ADEX
31,BSE CODE, 512599,ADEX
32,FV (Rs), 1,ADEX
33,DIV YIELD (%), 0.1,ADEX
