,0,1,name
0,Price,408.6,RDKH
1,Mkt Cap,54353.0,RDKH
2,Vol,0.2,RDKH
3,P/E,23.9,RDKH
4,P/CF,23.6,RDKH
5,EPS (TTM),17.1,RDKH
6,% ch,0.2,RDKH
7,No. of shares,133.04,RDKH
8,% ch week,4.5,RDKH
9,% ch 1-mth,3.8,RDKH
10,% ch 12-mth,28.2,RDKH
11,52 week H/L,439.0/220.0,RDKH
12,52weekHigh,439.0,RDKH
13,52weekLow,220.0,RDKH
14,Indian Promoters,40.5%,RDKH
15,Foreign collaborators,0.0%,RDKH
16,Indian inst/Mut Fund,9.4%,RDKH
17,FIIs,19.6%,RDKH
18,ADR/GDR,0.0%,RDKH
19,Free float,30.5%,RDKH
20,Shareholders,37115,RDKH
21,Pledged promoter(s) holding,22.1%,RDKH
22,REGD OFF,"Bareilly Road, Rampur - 244 901",RDKH
23,E-MAIL,manchandaa@radico.co.in,RDKH
24,TELEPHONE,(011) 4097 5400,RDKH
25,SECTOR,"BEVERAGES, FOOD & TOBACCO",RDKH
26,TR AGENT,"Mas Services., T-34, 2nd Flr., Okhla Indl. Area, Phase - II, New Delhi - 110 020",RDKH
27,AUDITOR,V. Sankar Aiyar & Co.,RDKH
28,CHM, Lalit K. Khaitan (MD),RDKH
29,COMP SEC, Amit Manchanda (Legal Head),RDKH
30,YEAR OF INC, 1943,RDKH
31,BSE CODE, 532497,RDKH
32,FV (Rs), 2,RDKH
33,DIV YIELD (%), 0.3,RDKH
