,0,1,name
0,Price,18.2,HMT
1,Mkt Cap,21914.0,HMT
2,Vol,8.0,HMT
3,P/E,250.7,HMT
4,P/CF,-20.2,HMT
5,EPS (TTM),0.1,HMT
6,% ch,4.6,HMT
7,No. of shares,1204.09,HMT
8,% ch week,11.0,HMT
9,% ch 1-mth,5.6,HMT
10,% ch 12-mth,52.9,HMT
11,52 week H/L,20.3/7.5,HMT
12,52weekHigh,20.3,HMT
13,52weekLow,7.5,HMT
14,Indian Promoters,90.0%,HMT
15,Foreign collaborators,0.0%,HMT
16,Indian inst/Mut Fund,0.0%,HMT
17,FIIs,0.0%,HMT
18,ADR/GDR,0.0%,HMT
19,Free float,10.0%,HMT
20,Shareholders,22554,HMT
21,Pledged promoter(s) holding,0.0%,HMT
22,REGD OFF,"HMT Bhavan, 59, Bellary Road, Bangalore - 560 032",HMT
23,E-MAIL,investorhelp@hmtindia.com,HMT
24,TELEPHONE,(080) 2333 0333,HMT
25,SECTOR,AUTOMOBILES/VEHICLES,HMT
26,TR AGENT,"Karvy Computer, 46, Avenue 4, St. No.1, Banjara Hills, Hyderabad-34",HMT
27,AUDITOR,S. R. R. K. Sharma Assoc.,HMT
28,CHM, Shri. S. Girish Kumar (MD),HMT
29,COMP SEC, Shri Subhas B.K.,HMT
30,YEAR OF INC, 1953,HMT
31,BSE CODE, 500191,HMT
32,FV (Rs), 10,HMT
33,DIV YIELD (%), -,HMT
