,0,1,name
0,Price,1715.0,CRNU
1,Mkt Cap,67057.0,CRNU
2,Vol,0.0,CRNU
3,P/E,44.5,CRNU
4,P/CF,36.5,CRNU
5,EPS (TTM),38.5,CRNU
6,% ch,1.3,CRNU
7,No. of shares,39.10,CRNU
8,% ch week,4.8,CRNU
9,% ch 1-mth,4.7,CRNU
10,% ch 12-mth,2.9,CRNU
11,52 week H/L,"1,858.9/1,070.0",CRNU
12,52weekHigh,"1,858.9",CRNU
13,52weekLow,"1,070.0",CRNU
14,Indian Promoters,72.5%,CRNU
15,Foreign collaborators,0.0%,CRNU
16,Indian inst/Mut Fund,7.9%,CRNU
17,FIIs,7.9%,CRNU
18,ADR/GDR,0.0%,CRNU
19,Free float,11.7%,CRNU
20,Shareholders,37518,CRNU
21,Pledged promoter(s) holding,0.0%,CRNU
22,REGD OFF,"Sigma Commerce Zone, Sarkhej-Gandhinagar Highway, Ahmedabad-15",CRNU
23,E-MAIL,dhavalsoni@zyduscadila.com,CRNU
24,TELEPHONE,(079) 6777 5888,CRNU
25,SECTOR,"BEVERAGES, FOOD & TOBACCO",CRNU
26,TR AGENT,"Link Intime India, 303, Shoppers Plaza V, Shoppers Plaza-2, Ahmedabad-09",CRNU
27,AUDITOR,Dhirubhai Shah & Doshi,CRNU
28,CHM, Pankaj R. Patel,CRNU
29,COMP SEC, Dhaval N. Soni,CRNU
30,YEAR OF INC, 1994,CRNU
31,BSE CODE, 531335,CRNU
32,FV (Rs), 10,CRNU
33,DIV YIELD (%), 0.4,CRNU
