,0,1,name
0,Price,1.7,GBTL
1,Mkt Cap,260.0,GBTL
2,Vol,22.3,GBTL
3,P/E,-0.1,GBTL
4,P/CF,-0.1,GBTL
5,EPS (TTM),-13.5,GBTL
6,% ch,3.8,GBTL
7,No. of shares,157.30,GBTL
8,% ch week,3.8,GBTL
9,% ch 1-mth,-14.5,GBTL
10,% ch 12-mth,-30.7,GBTL
11,52 week H/L,3.0/1.0,GBTL
12,52weekHigh,3.0,GBTL
13,52weekLow,1.0,GBTL
14,Indian Promoters,44.2%,GBTL
15,Foreign collaborators,0.0%,GBTL
16,Indian inst/Mut Fund,25.8%,GBTL
17,FIIs,0.1%,GBTL
18,ADR/GDR,0.0%,GBTL
19,Free float,29.8%,GBTL
20,Shareholders,86363,GBTL
21,Pledged promoter(s) holding,99.3%,GBTL
22,REGD OFF,"Global Vision, ES II, MIDC, TTC Indl. Area, Mahape, Navi Mumbai - 400 701",GBTL
23,E-MAIL,gtlshares@gtllimited.com,GBTL
24,TELEPHONE,(022) 2761 2929,GBTL
25,SECTOR,SOFTWARE,GBTL
26,TR AGENT,In-House,GBTL
27,AUDITOR,Godbole Bhave & Co.,GBTL
28,CHM, Manoj Tirodkar (MD),GBTL
29,COMP SEC, V. A. Apte,GBTL
30,YEAR OF INC, 1987,GBTL
31,BSE CODE, 500160,GBTL
32,FV (Rs), 10,GBTL
33,DIV YIELD (%), -,GBTL
