,0,1,name
0,Price,276.6,GESHIP
1,Mkt Cap,41705.0,GESHIP
2,Vol,18.6,GESHIP
3,P/E,5.7,GESHIP
4,P/CF,5.6,GESHIP
5,EPS (TTM),48.3,GESHIP
6,% ch,-0.9,GESHIP
7,No. of shares,150.78,GESHIP
8,% ch week,5.1,GESHIP
9,% ch 1-mth,28.7,GESHIP
10,% ch 12-mth,16.0,GESHIP
11,52 week H/L,369.4/169.0,GESHIP
12,52weekHigh,369.4,GESHIP
13,52weekLow,169.0,GESHIP
14,Indian Promoters,30.5%,GESHIP
15,Foreign collaborators,0.0%,GESHIP
16,Indian inst/Mut Fund,15.4%,GESHIP
17,FIIs,25.5%,GESHIP
18,ADR/GDR,0.2%,GESHIP
19,Free float,28.4%,GESHIP
20,Shareholders,73557,GESHIP
21,Pledged promoter(s) holding,0.0%,GESHIP
22,REGD OFF,"Ocean House, 134 / A, Dr. Annie Besant Road, Worli, Mumbai - 400 018",GESHIP
23,E-MAIL,shares@greatship.com,GESHIP
24,TELEPHONE,(022) 6661 3000,GESHIP
25,SECTOR,SHIPPING,GESHIP
26,TR AGENT,"Sharepro Serv., 13 AB, Samhita Warehousing, 2nd Flr, Andheri (E), Mumbai-72",GESHIP
27,AUDITOR,Kalyaniwalla & Mistry,GESHIP
28,CHM, K. M. Sheth,GESHIP
29,COMP SEC, Jayesh M. Trivedi,GESHIP
30,YEAR OF INC, 1948,GESHIP
31,BSE CODE, 500620,GESHIP
32,FV (Rs), 10,GESHIP
33,DIV YIELD (%), 2.0,GESHIP
