,0,1,name
0,Price,6.3,BJHN
1,Mkt Cap,4028.0,BJHN
2,Vol,52.7,BJHN
3,P/E,-3.8,BJHN
4,P/CF,6.0,BJHN
5,EPS (TTM),-1.6,BJHN
6,% ch,0.6,BJHN
7,No. of shares,639.39,BJHN
8,% ch week,6.4,BJHN
9,% ch 1-mth,5.9,BJHN
10,% ch 12-mth,20.2,BJHN
11,52 week H/L,8.4/2.3,BJHN
12,52weekHigh,8.4,BJHN
13,52weekLow,2.3,BJHN
14,Indian Promoters,46.1%,BJHN
15,Foreign collaborators,0.0%,BJHN
16,Indian inst/Mut Fund,14.3%,BJHN
17,FIIs,2.9%,BJHN
18,ADR/GDR,0.0%,BJHN
19,Free float,36.6%,BJHN
20,Shareholders,145891,BJHN
21,Pledged promoter(s) holding,0.0%,BJHN
22,REGD OFF,"Bajaj Bhavan, 2nd Floor, 226 Nariman Point, J. B. Marg, Mumbai - 400 021",BJHN
23,E-MAIL,investor.complaints@bajajhindusthan.com,BJHN
24,TELEPHONE,(022) 2204 9056,BJHN
25,SECTOR,SUGAR,BJHN
26,TR AGENT,"Sharepro Serv., 13 AB, Samhita Warehousing, 2nd Flr, Andheri (E), Mumbai-72",BJHN
27,AUDITOR,Chaturvedi & Shah,BJHN
28,CHM, Shishir Bajaj (MD),BJHN
29,COMP SEC, Pradeep Parakh,BJHN
30,YEAR OF INC, 1931,BJHN
31,BSE CODE, 500032,BJHN
32,FV (Rs), 1,BJHN
33,DIV YIELD (%), -,BJHN
