,0,1,name
0,Price,25.9,USBN
1,Mkt Cap,7893.0,USBN
2,Vol,98.8,USBN
3,P/E,-12.6,USBN
4,P/CF,1.8,USBN
5,EPS (TTM),-2.1,USBN
6,% ch,2.6,USBN
7,No. of shares,304.74,USBN
8,% ch week,2.2,USBN
9,% ch 1-mth,44.3,USBN
10,% ch 12-mth,8.4,USBN
11,52 week H/L,34.6/10.5,USBN
12,52weekHigh,34.6,USBN
13,52weekLow,10.5,USBN
14,Indian Promoters,30.3%,USBN
15,Foreign collaborators,11.7%,USBN
16,Indian inst/Mut Fund,18.1%,USBN
17,FIIs,2.9%,USBN
18,ADR/GDR,14.5%,USBN
19,Free float,22.5%,USBN
20,Shareholders,49296,USBN
21,Pledged promoter(s) holding,0.0%,USBN
22,REGD OFF,"2A, Shakespeare Sarani, Kolkata- 700 071",USBN
23,E-MAIL,aksomani@ushamartin.co.in,USBN
24,TELEPHONE,(033) 3980 0300,USBN
25,SECTOR,TELECOM CABLES,USBN
26,TR AGENT,"MCS Limited, 77/2A, Hazra Road, Kolkata - 700 029",USBN
27,AUDITOR,Price Waterhouse,USBN
28,CHM, Prashant Jhawar,USBN
29,COMP SEC, A. K. Somani,USBN
30,YEAR OF INC, 1987,USBN
31,BSE CODE, 517146,USBN
32,FV (Rs), 1,USBN
33,DIV YIELD (%), -,USBN
