,0,1,name
0,Price,4.7,MRJE
1,Mkt Cap,1315.0,MRJE
2,Vol,42.0,MRJE
3,P/E,-0.2,MRJE
4,P/CF,-0.2,MRJE
5,EPS (TTM),-23.4,MRJE
6,% ch,-4.9,MRJE
7,No. of shares,279.20,MRJE
8,% ch week,7.8,MRJE
9,% ch 1-mth,4.0,MRJE
10,% ch 12-mth,0.6,MRJE
11,52 week H/L,6.4/2.2,MRJE
12,52weekHigh,6.4,MRJE
13,52weekLow,2.2,MRJE
14,Indian Promoters,55.7%,MRJE
15,Foreign collaborators,0.0%,MRJE
16,Indian inst/Mut Fund,4.7%,MRJE
17,FIIs,14.4%,MRJE
18,ADR/GDR,0.0%,MRJE
19,Free float,25.1%,MRJE
20,Shareholders,52242,MRJE
21,Pledged promoter(s) holding,20.8%,MRJE
22,REGD OFF,"Peninsula Spenta, Mathuradas Mills Compd, Senapati Bapat Marg, Mumbai-13",MRJE
23,E-MAIL,investor@peninsula.co.in,MRJE
24,TELEPHONE,(022) 6615 4651,MRJE
25,SECTOR,CONSTRUCTION,MRJE
26,TR AGENT,"Freedom Registry, 101/102, MIDC, Satpur, Nashik-422 007",MRJE
27,AUDITOR,Haribhakti & Co.,MRJE
28,CHM, Rajeev A. Piramal,MRJE
29,COMP SEC, Rajashekhar Reddy,MRJE
30,YEAR OF INC, 1871,MRJE
31,BSE CODE, 503031,MRJE
32,FV (Rs), 2,MRJE
33,DIV YIELD (%), -,MRJE
