,0,1,name
0,Price,38.4,NTFR
1,Mkt Cap,18814.0,NTFR
2,Vol,6.6,NTFR
3,P/E,12.6,NTFR
4,P/CF,4.7,NTFR
5,EPS (TTM),3.0,NTFR
6,% ch,1.1,NTFR
7,No. of shares,490.58,NTFR
8,% ch week,5.4,NTFR
9,% ch 1-mth,-11.9,NTFR
10,% ch 12-mth,50.1,NTFR
11,52 week H/L,45.0/15.0,NTFR
12,52weekHigh,45.0,NTFR
13,52weekLow,15.0,NTFR
14,Indian Promoters,89.7%,NTFR
15,Foreign collaborators,0.0%,NTFR
16,Indian inst/Mut Fund,6.7%,NTFR
17,FIIs,0.0%,NTFR
18,ADR/GDR,0.0%,NTFR
19,Free float,3.6%,NTFR
20,Shareholders,43551,NTFR
21,Pledged promoter(s) holding,0.0%,NTFR
22,REGD OFF,"7, Scope Complex, Core 3, Industrial Area, Lodhi Road, New Delhi - 110 003",NTFR
23,E-MAIL,tekchand@nfl.co.in,NTFR
24,TELEPHONE,(0120) 241 2322,NTFR
25,SECTOR,FERTILIZERS,NTFR
26,TR AGENT,"MAS Services, T-34, 2nd Floor, Okhla Indl. Area-ll, New Delhi-20",NTFR
27,AUDITOR,DSP & Assoc.,NTFR
28,CHM, Neeru Abrol (MD),NTFR
29,COMP SEC, Tek Chand,NTFR
30,YEAR OF INC, 1974,NTFR
31,BSE CODE, 523630,NTFR
32,FV (Rs), 10,NTFR
33,DIV YIELD (%), 4.9,NTFR
