,0,1,name
0,Price,311.5,PPRD
1,Mkt Cap,22646.0,PPRD
2,Vol,259.2,PPRD
3,P/E,14.6,PPRD
4,P/CF,18.8,PPRD
5,EPS (TTM),21.4,PPRD
6,% ch,9.8,PPRD
7,No. of shares,72.71,PPRD
8,% ch week,25.1,PPRD
9,% ch 1-mth,39.8,PPRD
10,% ch 12-mth,40.5,PPRD
11,52 week H/L,336.0/165.0,PPRD
12,52weekHigh,336.0,PPRD
13,52weekLow,165.0,PPRD
14,Indian Promoters,0.0%,PPRD
15,Foreign collaborators,63.8%,PPRD
16,Indian inst/Mut Fund,5.3%,PPRD
17,FIIs,1.4%,PPRD
18,ADR/GDR,0.0%,PPRD
19,Free float,24.6%,PPRD
20,Shareholders,14794,PPRD
21,Pledged promoter(s) holding,0.0%,PPRD
22,REGD OFF,"12A-06, G-Block, 13th Floor, Parinee Crescenzo, BKC, Mumbai-51",PPRD
23,E-MAIL,investor.communication@pplpack.com,PPRD
24,TELEPHONE,(022) 2653 1310,PPRD
25,SECTOR,PACKAGING,PPRD
26,TR AGENT,"Sharepro Serv., 13 AB, Samhita Warehousing, 2nd Flr, Andheri (E), Mumbai-72",PPRD
27,AUDITOR,S .R. Batliboi & Co.,PPRD
28,CHM, Suresh Gupta (MD),PPRD
29,COMP SEC, Rohan Naik,PPRD
30,YEAR OF INC, 1950,PPRD
31,BSE CODE, 509820,PPRD
32,FV (Rs), 2,PPRD
33,DIV YIELD (%), 1.0,PPRD
