,0,1,name
0,Price,229.1,TRCP
1,Mkt Cap,16786.0,TRCP
2,Vol,0.1,TRCP
3,P/E,13.3,TRCP
4,P/CF,8.5,TRCP
5,EPS (TTM),17.3,TRCP
6,% ch,0.0,TRCP
7,No. of shares,73.27,TRCP
8,% ch week,11.1,TRCP
9,% ch 1-mth,30.5,TRCP
10,% ch 12-mth,-20.7,TRCP
11,52 week H/L,312.0/121.3,TRCP
12,52weekHigh,312.0,TRCP
13,52weekLow,121.3,TRCP
14,Indian Promoters,69.1%,TRCP
15,Foreign collaborators,0.0%,TRCP
16,Indian inst/Mut Fund,1.3%,TRCP
17,FIIs,1.7%,TRCP
18,ADR/GDR,0.0%,TRCP
19,Free float,27.7%,TRCP
20,Shareholders,20265,TRCP
21,Pledged promoter(s) holding,0.0%,TRCP
22,REGD OFF,"Flat 306/307, 1-8-201, Ashoka Bhoopal Chambers, S. P. Rd., Secunderabad-03",TRCP
23,E-MAIL,ak.bansal@tcil.com,TRCP
24,TELEPHONE,(0124) 2381 603,TRCP
25,SECTOR,LOGISTICS,TRCP
26,TR AGENT,"Abhipra Capital, Abhipra Complex, Dilkush Indl. Area, A-387, Kamal Rd., Delhi-33",TRCP
27,AUDITOR,R. S. Agarwala & Co.,TRCP
28,CHM, S. M. Datta,TRCP
29,COMP SEC, Ms. Archana Pandey,TRCP
30,YEAR OF INC, 1965,TRCP
31,BSE CODE, 532349,TRCP
32,FV (Rs), 2,TRCP
33,DIV YIELD (%), 0.8,TRCP
