,0,1,name
0,Price,34.4,MRPL
1,Mkt Cap,60289.0,MRPL
2,Vol,0.3,MRPL
3,P/E,-2.2,MRPL
4,P/CF,2.2,MRPL
5,EPS (TTM),-15.4,MRPL
6,% ch,0.4,MRPL
7,No. of shares,1752.60,MRPL
8,% ch week,4.4,MRPL
9,% ch 1-mth,-3.8,MRPL
10,% ch 12-mth,-23.5,MRPL
11,52 week H/L,56.6/21.3,MRPL
12,52weekHigh,56.6,MRPL
13,52weekLow,21.3,MRPL
14,Indian Promoters,88.6%,MRPL
15,Foreign collaborators,0.0%,MRPL
16,Indian inst/Mut Fund,3.1%,MRPL
17,FIIs,0.6%,MRPL
18,ADR/GDR,0.0%,MRPL
19,Free float,7.7%,MRPL
20,Shareholders,470683,MRPL
21,Pledged promoter(s) holding,0.0%,MRPL
22,REGD OFF,"Mudapadav, Kuthethoor, P.O. Via Katipalla, Mangalore - 575 030",MRPL
23,E-MAIL,investor@mrplindia.com,MRPL
24,TELEPHONE,(022) 2346 3100,MRPL
25,SECTOR,ENERGY SOURCES,MRPL
26,TR AGENT,"Link Intime India, C-13, Pannalal Silk Mills Compd., LBS Marg, Mumbai-78",MRPL
27,AUDITOR,Gopalaiyer & Subramanian,MRPL
28,CHM, D. K. Sarraf,MRPL
29,COMP SEC, Dinesh Mishra,MRPL
30,YEAR OF INC, 1988,MRPL
31,BSE CODE, 500109,MRPL
32,FV (Rs), 10,MRPL
33,DIV YIELD (%), 8.7,MRPL
