,0,1,name
0,Price,70.6,BASX
1,Mkt Cap,1161.0,BASX
2,Vol,30.6,BASX
3,P/E,1.8,BASX
4,P/CF,1.8,BASX
5,EPS (TTM),39.6,BASX
6,% ch,-5.2,BASX
7,No. of shares,16.45,BASX
8,% ch week,7.5,BASX
9,% ch 1-mth,9.4,BASX
10,% ch 12-mth,19.2,BASX
11,52 week H/L,148.5/59.0,BASX
12,52weekHigh,148.5,BASX
13,52weekLow,59.0,BASX
14,Indian Promoters,57.7%,BASX
15,Foreign collaborators,0.0%,BASX
16,Indian inst/Mut Fund,0.0%,BASX
17,FIIs,12.8%,BASX
18,ADR/GDR,0.0%,BASX
19,Free float,29.4%,BASX
20,Shareholders,8682,BASX
21,Pledged promoter(s) holding,0.0%,BASX
22,REGD OFF,"Industrial Area, Dohad Road, Banswara - 327 001",BASX
23,E-MAIL,secbsw@banswarafabrics.com,BASX
24,TELEPHONE,(02962) 257 676,BASX
25,SECTOR,TEXTILES,BASX
26,TR AGENT,"Computech Sharecap, 147, M. G. Road, Fort, Mumbai - 400 021",BASX
27,AUDITOR,Kalani & Co.,BASX
28,CHM, R. L. Toshniwal (MD),BASX
29,COMP SEC, J. K. Jain,BASX
30,YEAR OF INC, 1976,BASX
31,BSE CODE, 503722,BASX
32,FV (Rs), 10,BASX
33,DIV YIELD (%), 1.5,BASX
