,0,1,name
0,Price,800.0,CFRT
1,Mkt Cap,233000.0,CFRT
2,Vol,1.3,CFRT
3,P/E,21.9,CFRT
4,P/CF,28.0,CFRT
5,EPS (TTM),36.5,CFRT
6,% ch,0.5,CFRT
7,No. of shares,291.25,CFRT
8,% ch week,9.9,CFRT
9,% ch 1-mth,0.0,CFRT
10,% ch 12-mth,114.7,CFRT
11,52 week H/L,829.9/355.0,CFRT
12,52weekHigh,829.9,CFRT
13,52weekLow,355.0,CFRT
14,Indian Promoters,63.2%,CFRT
15,Foreign collaborators,0.0%,CFRT
16,Indian inst/Mut Fund,5.8%,CFRT
17,FIIs,7.0%,CFRT
18,ADR/GDR,0.0%,CFRT
19,Free float,24.0%,CFRT
20,Shareholders,46421,CFRT
21,Pledged promoter(s) holding,0.0%,CFRT
22,REGD OFF,"Coromandel House, 1-2-10, Sardar Patel Road, Secunderabad - 500 003",CFRT
23,E-MAIL,raiaramrnr@coromandel.murugappa.corn,CFRT
24,TELEPHONE,(040) 2784 2034,CFRT
25,SECTOR,FERTILIZERS,CFRT
26,TR AGENT,"Karvy Computershare, 17-24, Vithal Rao Nagar, Madhapur, Hyderabad-81",CFRT
27,AUDITOR,Deloitte Haskins & Sells,CFRT
28,CHM, A. Vellayan,CFRT
29,COMP SEC, P. Varadarajan,CFRT
30,YEAR OF INC, 1961,CFRT
31,BSE CODE, 506395,CFRT
32,FV (Rs), 1,CFRT
33,DIV YIELD (%), 0.8,CFRT
