,0,1,name
0,Price,3235.8,DIVI
1,Mkt Cap,859001.0,DIVI
2,Vol,2.8,DIVI
3,P/E,53.6,DIVI
4,P/CF,56.5,DIVI
5,EPS (TTM),60.3,DIVI
6,% ch,-0.1,DIVI
7,No. of shares,265.47,DIVI
8,% ch week,3.4,DIVI
9,% ch 1-mth,37.8,DIVI
10,% ch 12-mth,99.7,DIVI
11,52 week H/L,"3,333.6/1,565.0",DIVI
12,52weekHigh,"3,333.6",DIVI
13,52weekLow,"1,565.0",DIVI
14,Indian Promoters,52.0%,DIVI
15,Foreign collaborators,0.0%,DIVI
16,Indian inst/Mut Fund,11.8%,DIVI
17,FIIs,19.0%,DIVI
18,ADR/GDR,0.0%,DIVI
19,Free float,17.2%,DIVI
20,Shareholders,31796,DIVI
21,Pledged promoter(s) holding,0.0%,DIVI
22,REGD OFF,"7-1-77/E/1/303, Divi Towers, Dharam Karan Road, Ameerpet, Hyderabad-16",DIVI
23,E-MAIL,cs@divislaboratories.com,DIVI
24,TELEPHONE,(040) 2378 6300,DIVI
25,SECTOR,PHARMACEUTICALS,DIVI
26,TR AGENT,"Karvy Computershare, 17-24, Vithalrao Nagar, Madhapur, Hyderabad-81",DIVI
27,AUDITOR,P. V. R. K. Nageswara Rao & Co.,DIVI
28,CHM, Murali K. Divi (MD),DIVI
29,COMP SEC, P. V. Lakshmi Rajani,DIVI
30,YEAR OF INC, 1990,DIVI
31,BSE CODE, 532488,DIVI
32,FV (Rs), 2,DIVI
33,DIV YIELD (%), 0.5,DIVI
